,query,n_rank1,n_rank2,n_rank3,count,p_rank1,p_rank2,p_rank3
5770,전 가입 안했습니다,"('Btv미가입채널조치방법', 0.539)","('신규가입구비서류', 0.492)",,1,이동전화가입제한(0.472102015),가입상담예약방법(0.464511),이용계약증명서발급방법(0.43749005)
5771,어제 미납요금 냈는데여,"('SKT미납센터연락처', 0.562)","('과납', 0.525)","('휴대폰결제연체가산금', 0.485)",1,SKT미납센터연락처(0.466958285),미납이용정지(0.4450239),미납직권해지(0.416266235)
5772,통화로 할께요,"('전화상담사연결', 0.542)","('전화관련', 0.52)","('비밀번호통화서비스', 0.493)",1,"전화상담사연결(0.8728592)
",,
5773,전용 계좌,,,,1,전화상담사연결(0.44974085),SK텔레콤고객센터운영시간(0.44747905),타통신사고객센터(0.42678362)
5774,따로 등록을해야하나요?,"('등록관련', 0.567)","('T데이터쿠폰등록방법', 0.545)","('PASS신청방법', 0.476)",1,"등록관련(0.9081357)
",,
5775,카드로 납부하겠습니다!,"('결제관련', 0.573)","('OK캐쉬백납부', 0.478)","('단말기할부금중도납부방법', 0.468)",1,요금부분납부방법(0.482869625),요금수납내역확인방법(0.4784562),기타요금(0.47208095)
5776,이번호말고 다른번호들 해지하려구요,"('Btv월정액해지방법', 0.529)","('이동전화해지방법', 0.467)","('T우주패스연간상품해지방법', 0.461)",1,"휴대폰번호보호해지방법(0.8108775)
",,
5777,114문자로. 보내주실없나요 문자요금안내서 문자로요 제발행 말고,,,,1,"법정대리인에게미성년자청구금액SMSMMS발송(0.8033629)
",,
5778,카톡으로 주세요,"('메시지관련', 0.479)",,,1,데이터리필하기mVoIP사용가능여부(0.432214825),데이터리필하기데이터공유가능여부(0.43077022),"데이터리필하기문자통보(0.4003792)
"
5779,미납요금 30일 납부예정,"('미납이용정지', 0.488)","('단말기할부금중도납부방법', 0.461)",,1,SKT미납센터연락처(0.45917455),"미납이용정지(0.4500106)
",
5780,감사합니다  그리고요 약정일이 얼마나 남아는지요,"('일자별잔여통화안내', 0.476)",,,1,일자별잔여통화안내날짜변경방법(0.42830615),일자별잔여통화안내신청방법(0.41803992),"일자별잔여통화안내(0.41111055)
"
5781,요금이 전달에비해 많이나왔어요,,,,1,요금부분납부방법(0.44945207),요금수납내역확인방법(0.44349175),세금계산서신청방법(0.43432155)
5782,lte로사용가능한거죠?,,,,1,로밍중LTE데이터이용방법(0.42314645),LTE요금제(0.41810445),LTE휴대폰3G데이터접속조치방법(0.4111234)
5783,다른회선 선택약정 가입하고싶어요,"('T멤버십혜택(타사)', 0.552)","('타사고객baroBox이용', 0.549)","('인터넷TV가입(타사)', 0.535)",1,선택약정할인제도만료문자발송시기(0.4870822),선택약정할인제도가입조건(0.4780268),선택약정할인제도할인반환금부과대상(0.47631795)
5784,문대혁 880713,,,,1,"스팸문자(0.8030939)
",,
5785,맘대로 처리하십시오,,,,1,내휴대폰기종확인(0.40998402),"단말기교품(0.404125035)
",
5786,V이커러링을 취소할려구요,"('V컬러링해지방법', 0.665)","('Btv월정액해지방법', 0.506)","('오토컬러링해지방법', 0.504)",1,V컬러링이용방법(0.42504102),V컬러링(0.421461525),원플러스컬러링해지방법(0.41068975)
5787,명세서 받았는데요,"('각종업무구비서류', 0.545)","('요금안내서발행유형자동변경해제방법', 0.514)","('이용계약증명서발급방법', 0.508)",1,세금계산서재발행방법(0.425428035),요금부분납부방법(0.4240657),세금계산서신청방법(0.42346725)
5788,통화로는  못하나요,"('전화관련', 0.491)","('비밀번호통화서비스', 0.491)","('비밀번호통화서비스이용방법', 0.485)",1,전화상담사연결(0.4483617),SK텔레콤고객센터운영시간(0.4123197),"타통신사고객센터(0.4030421)
"
5789,지원금은 제꺼 말씀 하시는건가요,"('T지원금약정', 0.526)",,,1,T지원금약정(0.48818192),공시지원금확인방법(0.47571665),현금영수증발급방법(0.43004465)
5790,미납 금액관련해서 문의드립니다,"('SKT미납센터연락처', 0.544)","('과납', 0.543)","('미납이용정지', 0.521)",1,SKT미납센터연락처(0.48747793),미납이용정지(0.46126008),미납직권해지(0.446320535)
5791,카드 재등록할수있을까요?,"('선택약정할인제도재가입조건', 0.575)","('T멤버십재발급취소', 0.521)","('법인폰요금안내서재발행방법', 0.503)",1,"T멤버십재발급취소(0.9073895)
",,
5792,060도요,,,,1,060정보료한도제(0.487143),060정보료한도제신청방법(0.48642605),060정보료한도제해지방법(0.464748235)
5793,문자 보내주세요,"('문자메시지서비스', 0.657)","('MMS', 0.599)","('메시지관련', 0.589)",1,문자메시지서비스(0.49046915),문자매니저(0.48307693),SMS수신거부(0.48126885)
5794,통화상담은 어디로 하나요?,"('전화상담사연결', 0.667)","('타통신사고객센터', 0.494)","('제조사AS센터연락처', 0.466)",1,전화상담사연결(0.4789684),SK텔레콤고객센터운영시간(0.45321423),타통신사고객센터(0.41973815)
5795,이번호로만 된거 알려주세요,,,,1,휴대폰번호보호신청방법(0.457249015),다른번호문의(0.42614435),번호이동제도(0.423395215)
5796,17날까지 납부 가능하나요,,,,1,"요금납부일확인방법(0.8412894)
",,
5797,금액도 빼주세요,,,,1,요금부분납부방법(0.4662085),요금수납내역확인방법(0.45841095),기타요금(0.448895215)
5798,알겠어요 문자 전용 계좌 하믄 되쥬,,,,1,스팸문자(0.480118215),문자매니저(0.475099),문자메시지서비스(0.47457388)
5799,요금을 21일날 낼수있어서요,,,,1,"요금납부일확인방법(0.91916245)
",,
5800,미납요금과 가상계좌좀알려주세요,"('SKT미납센터연락처', 0.464)",,,1,SKT미납센터연락처(0.478278725),미납직권해지(0.4453297),미납이용정지(0.44261107)
5801,건강하세요!,"('T건강습관XAIAVitality', 0.466)",,,1,T건강습관XAIAVitality(0.49265425),T건강습관XAIAVitality이용방법(0.49232955),T건강습관XAIAVitality신청방법(0.49214585)
5802,휴대폰요금만 미납된건가요?,"('SKT미납센터연락처', 0.487)","('과납', 0.468)","('휴대폰결제연체가산금', 0.465)",1,SKT미납센터연락처(0.4705678),미납이용정지(0.446697325),미납직권해지(0.4322489)
5803,콘텐츠 이용요금은 무슨 요금?,,,,1,콘텐츠이용료구매내역확인방법(0.4907472),콘텐츠이용료가능대상(0.46254485),구글Play스토어고객센터(0.424877)
5804,사진 문자로 전송하면 요금 나옵니까,"('문자메시지서비스', 0.476)",,,1,일500건SMS발송량제한(0.475465985),문자매니저(0.47371405),등기문자(0.472503065)
5805,해외라서 어디로,"('5G로밍가능국가', 0.516)","('해외MMS서비스', 0.504)","('해외SMS서비스', 0.481)",1,T로밍청구내역서(0.458756475),로밍한사람간통화요금(0.41520375),로밍문자요금(0.41162333)
5806,이걸 제가 가입을했나요?,"('부가서비스가입내역확인방법', 0.518)","('신규가입구비서류', 0.517)","('가입상담예약방법', 0.482)",1,이동전화가입제한(0.472772715),가입상담예약방법(0.46264465),이용계약증명서발급방법(0.4437778)
5807,소급 적용 가능한가요?,,,,1,단말기자급제도(0.478618175),휴대폰긴급전화표시조치방법(0.44561288),"기초생활수급자복지할인제도(0.42517382)
"
5808,지금 다시 오토레토가 해지 되었다고 하는데..확인이됩니까?,"('오토컬러링해지방법', 0.481)","('T전화탈퇴및서비스미사용', 0.461)","('오토레터해지방법', 0.461)",1,오토레터해지방법(0.42666905),오토컬러링설정방법(0.42317748),오토레터(0.42073238)
5809,제 요금제가 flo 무료로 알고있는데요,"('FLO', 0.629)","('FLO이용방법', 0.617)","('FLO프로모션혜택', 0.569)",1,FLO이용방법(0.42473662),FLO(0.4234011),"FLO신청방법(0.41593218)
"
5810,인터넷은 됩니다,"('인터넷관련', 0.656)","('퀵보이스', 0.488)","('퀵보이스차단서비스', 0.488)",1,"유선인터넷접속불가조치방법(0.85277635)
",,
5811,혹시 그걸 확인할려면 영업점에 전화를 해야하나요?,"('개통대리점조회방법', 0.585)","('영업장위치확인', 0.551)","('제조사AS센터연락처', 0.525)",1,영업장위치확인(0.477900175),개통대리점조회방법(0.455278275),"행복AS(0.44460075)
"
5812,실시간으로 남은 데이터 잔여량을 알수있나요?,"('T데이터쿠폰잔액조회방법', 0.562)","('자녀데이터사용량조회방법', 0.56)","('baro요금제잔여량확인', 0.536)",1,"최근사용량확인방법(0.80390936)
",,
5813,이번달 요금서 팩스받으려구요,"('각종업무구비서류', 0.589)","('이용계약증명서발급방법', 0.574)","('요금안내서발행유형자동변경해제방법', 0.529)",1,요금수납내역확인방법(0.4286829),요금부분납부방법(0.42738665),기타요금(0.419796)
5814,문자로 연락이 오나요?,"('문자메시지서비스', 0.689)","('MMS', 0.606)","('메시지관련', 0.574)",1,문자메시지서비스(0.4701768),일500건SMS발송량제한(0.46978575),등기문자(0.46585525)
5815,저번에 메일로 수신 변경해두었습니다,"('요금안내서발행유형자동변경해제방법', 0.527)","('요금안내서변경방법', 0.523)","('이메일상담', 0.456)",1,MMS(0.4278523),"이메일상담(0.4184942)
",
5816,이렇게.sk텔레콤에서 문자가 왔습니다,"('문자메시지서비스', 0.646)","('메시지관련', 0.572)","('MMS', 0.55)",1,등기문자(0.477586625),문자메시지서비스(0.4759922),일500건SMS발송량제한(0.46903515)
5817,제가 오늘 상담히신 상담사님이 계신데 전화연결 부탁드립니다,"('전화상담사연결', 0.635)","('SK텔레콤고객센터운영시간', 0.48)","('제조사AS센터연락처', 0.463)",1,전화상담사연결(0.46524012),SK텔레콤고객센터운영시간(0.43906335),휴대폰결제대행사연락처(0.416291625)
5818,지금 35만원정도가 남았는데,,,,1,단말기할부금중도납부방법(0.407487335),"단말기할부(0.40137125)
",
5819,넵넵 그때까지 비용 다 내면 괜찮은건가요?!,,,,1,퀵보이스이용방법(0.49360582),스팸ARS차단플러스(0.49210587),퀵보이스(0.49106592)
5820,T 올케어파손F 취소하고 싶습니다,"('PASS프라임서비스해지방법', 0.507)","('5GX퍼펙트클럽갤럭시S21해지방법', 0.493)","('T아이폰케어해지방법', 0.485)",1,TAll케어플러스3파손80(0.41130905),TAll케어플러스3파손40(0.40982815),TAll케어플러스3i파손80(0.40936805)
5821,네 알겠습니다 해당번호 등록해주세요,"('T데이터쿠폰등록방법', 0.49)","('휴대폰결제비밀번호등록방법', 0.461)","('자동납부번호확인방법', 0.455)",1,"휴대폰번호보호신청방법(0.85033196)
",,
5822,아니요 금액만 알려주세요,,,,1,부가사용금액(0.43138033),편의점요금납부(0.415383875),요금수납내역확인방법(0.4067881)
5823,주민번호 770219입니다,,,,1,주민등록번호정정(0.48899085),요금안내서주소변경방법(0.478818775),선택약정할인제도만료문자발송시기(0.43328925)
5824,"미납요금 납부가능일 11,30일 가능할가요?",,,,1,SKT미납센터연락처(0.484187635),미납이용정지(0.4588425),미납직권해지(0.43704313)
5825,이게 10월이랑 같이 휴대폰결제금액에 포함되나해서요,,,,1,휴대폰결제이용동의신청방법(0.44446505),통신과금선결제이용방법(0.43809557),"휴대폰결제이용가능대상(0.426247925)
"
5826,제 핸드폰에 로밍이 시작되었다는 문자가 안왔습니다..,"('T로밍도착알리미', 0.479)",,,1,로밍문자요금(0.433861585),"로밍중인증문자수신(0.40031235)
",
5827,안녕하세요 부가서비스에 대해서 여쭤볼게 있어서 연락드렸습니다,"('부가사용금액', 0.475)",,,1,부가서비스가입내역확인방법(0.47087995),단말보험해지방법(0.4170149),단말보험가입방법(0.41541973)
5828,저 방금 이번달금액 납부했는데요,"('요금수납내역확인방법', 0.573)","('단말기할부금중도납부방법', 0.466)",,1,부가사용금액(0.43929575),"과납(0.43480935)
",
5829,납부가15일가능해서요,,,,1,"요금납부일확인방법(0.9568373)
",,
5830,넵 변경해주세요,"('휴대폰기기변경방법', 0.563)","('Btv시스템설정방법', 0.546)","('Btv화면음향설정방법', 0.514)",1,문자스팸필터링(0.46982245),퀵보이스이용방법(0.46250605),스팸ARS차단플러스설정방법(0.461891)
5831,통화는 어려우니 미납팀에 전달부탁드립니다,"('SKT미납센터연락처', 0.664)",,,1,SKT미납센터연락처(0.4953285),미납직권해지(0.45861635),미납이용정지(0.45776)
5832,삭제요청,"('철회', 0.509)","('예상해지금액', 0.452)",,1,이동전화해지방법(0.46140385),"자동납부해지방법(0.448981)
",
5833,미납요금1120 입금 하겠습니다,"('분실파손200', 0.488)",,,1,SKT미납센터연락처(0.453406185),"미납이용정지(0.43438813)
",
5834,저 소액결제 한도를 높이고 싶은데용,"('애플콘텐츠이용료결제이용한도', 0.616)","('데이터통화료상한제도', 0.596)","('법인휴대폰결제이용한도', 0.574)",1,휴대폰결제이용가능대상(0.4667594),휴대폰결제이용동의신청방법(0.4236633),"자동휴대폰결제차단방법(0.41143885)
"
5835,한달후 해지했습니다,"('Btv월정액해지방법', 0.614)","('예상해지금액', 0.605)","('이동전화해지방법', 0.597)",1,이동전화해지방법(0.48564723),자동납부해지방법(0.4604775),"유선해지방법(0.4376302)
"
5836,제 부가 서비스 부분촘 알려주세요,"('부가사용금액', 0.493)",,,1,채티서비스(0.44617105),스팸ARS차단플러스신청방법(0.4325029),퀵보이스신청방법(0.4322688)
5837,미납요금이 없어요 계속 문자가 와요,"('SKT미납센터연락처', 0.495)",,,1,SKT미납센터연락처(0.49010858),미납직권해지(0.460894315),SKT해지미납센터연락처(0.457479775)
5838,그럼 저번달과 비교하면 무엇땜에 금액차이가 나는지요?,,,,1,T플랜레귤러(0.45383655),퀵보이스이용방법(0.44597703),5GX레귤러(0.44597145)
5839,같이 등록가능한지요?,"('Data함께쓰기', 0.496)","('Data함께쓰기신청방법', 0.464)","('법정대리인동시통보', 0.457)",1,"등록관련(0.8532158)
",,
5840,해당 서비스해지해주세요,"('이동전화해지방법', 0.623)","('Btv월정액해지방법', 0.62)","('예상해지금액', 0.591)",1,이동전화해지방법(0.47638335),자동납부해지방법(0.45360695),"유선해지방법(0.44063425)
"
5841,3G충전 부탁드립니다,"('baro3GB충전', 0.725)","('baro1GB충전', 0.646)","('baro충전요금제', 0.636)",1,팅요금충전방법(0.46616757),T로밍데이터충전(0.4140401),임대로밍반납방법(0.407419)
5842,한도1만원으로변경 해주세요,,,,1,프리미엄패스1(0.4195353),"요금납부일확인방법(0.40498435)
",
5843,주소가 를 바꾸야 합니다 문자가 왔서 문의합니다,"('요금안내서주소변경방법', 0.655)","('법인폰청구지주소조회_변경방법', 0.557)",,1,요금안내서주소변경방법(0.48838655),주민등록번호정정(0.475472925),주식서비스해지방법(0.44259235)
5844,네.해지부탁합니다,"('예상해지금액', 0.61)","('이동전화해지방법', 0.603)","('철회', 0.571)",1,이동전화해지방법(0.48323675),자동납부해지방법(0.46239507),"유선해지방법(0.43512568)
"
5845,소액결제한도가 남아있는데,"('애플콘텐츠이용료결제이용한도', 0.6)","('법인휴대폰결제이용한도', 0.551)","('데이터통화료상한제도', 0.455)",1,휴대폰결제이용가능대상(0.43948892),"자동휴대폰결제차단방법(0.41086188)
",
5846,조금만시간주세요,"('퀵보이스신청방법', 0.459)","('퀵보이스', 0.459)","('퀵보이스차단서비스', 0.459)",1,부가사용금액(0.4442892),과납(0.4171309),요금납부일확인방법(0.41635505)
5847,자동 가입인가요?,"('통신과금자동선결제신청방법', 0.566)","('법인폰자동납부내역조회방법', 0.521)","('통신과금자동선결제', 0.516)",1,이용계약증명서발급방법(0.44741982),이동전화가입제한(0.4413076),"가입상담예약방법(0.43287555)
"
5848,인터넷으론 안되는건가요?,"('유선인터넷접속불가조치방법', 0.621)","('인터넷관련', 0.527)","('휴대폰데이터접속불가조치방법', 0.499)",1,유선인터넷접속불가조치방법(0.462361575),"집전화수발신불가조치방법(0.4119434)
",
5849,제가 월급이 15일인데,"('TAll케어플러스150', 0.461)",,,1,단말기자급제도(0.4511153),"휴대폰긴급전화표시조치방법(0.40914265)
",
5850,이번달청구금액중 부가사용내용을 알려주세요,"('부가사용금액', 0.664)",,,1,과납(0.45510483),부가사용금액(0.44520575),요금부분납부방법(0.4299952)
5851,제가 올해  이폰을 언제 구입했지요?,"('휴대폰개통일확인방법', 0.539)","('아이폰기기변경상담', 0.455)",,1,휴대폰기기변경방법(0.4463774),내휴대폰기종확인(0.4458701),아이폰기기변경상담(0.43630475)
5852,만약 끊기고 11일날  9월분만,,,,1,"Btv화면음성끊김멈춤조치방법(0.86897826)
",,
5853,저 지금 남아있는 미납요금 다음달 8일까지,"('미납이용정지', 0.47)","('SKT미납센터연락처', 0.467)",,1,SKT미납센터연락처(0.4438305),"미납이용정지(0.4408481)
",
5854,지금 제 상황에서는 문자를 확인 할 수 없어서요!,"('문자메시지서비스', 0.523)","('휴대폰문자수발신실패조치방법', 0.515)","('메시지관련', 0.462)",1,문자메시지서비스(0.4831566),등기문자(0.48312247),문자매니저(0.4756511)
5855,데이터 쿠폰이여^^,"('Btv쿠폰', 0.68)","('T쿠폰', 0.634)",,1,T데이터쿠폰사용기간(0.48989555),T데이터쿠폰등록방법(0.487737835),T데이터쿠폰등록기간(0.48696295)
5856,미납고지서 언제 날아가나요?,,,,1,SKT미납센터연락처(0.4867049),미납이용정지(0.4716991),미납직권해지(0.444595785)
5857,납부번호는 자동납부이에요,"('자동납부번호확인방법', 0.744)","('법인폰자동납부내역조회방법', 0.587)","('자동휴대폰결제차단방법', 0.461)",1,요금수납내역확인방법(0.44740265),요금부분납부방법(0.43288517),편의점요금납부(0.43055215)
5858,과금없이 데이터 요금제 모두 우선 해지해주시기 바랍니다.,"('Btv월정액해지방법', 0.663)","('이동전화해지방법', 0.588)","('T아이폰케어해지방법', 0.585)",1,"데이터통화료상한제도(0.82137346)
",,
5859,등록하려우요,"('등록관련', 0.658)","('T데이터쿠폰등록방법', 0.593)","('가입상담예약방법', 0.576)",1,"등록관련(0.88703287)
",,
5860,내도 정지인건가요..?,"('정지관련', 0.566)",,,1,일시정지(0.47154115),"유선일시정지신청/해제방법(0.42496282)
",
5861,통합한도는 설정할 수 없나요?,"('애플콘텐츠이용료결제이용한도', 0.563)","('법인휴대폰결제이용한도', 0.551)","('데이터통화료상한제도', 0.533)",1,통합청구서(0.48986795),통합청구서해지방법(0.48756835),데이터결합약정할인(0.48740605)
5862,선택약정이 이제 가입 되는걸로 확인했거든요,"('선택약정할인제도가입조건', 0.621)","('선택약정할인제도가입가능단말기조회방법', 0.461)","('선택약정할인제도가입불가요금제', 0.451)",1,선택약정할인제도가입조건(0.49579522),선택약정할인제도재가입조건(0.4948235),선택약정할인제도가입불가요금제(0.4922276)
5863,납부 금액도 알려주시면 감사하겠습니다,"('요금수납내역확인방법', 0.545)","('유선요금납부내역확인방법', 0.474)",,1,요금부분납부방법(0.48318725),요금수납내역확인방법(0.48265465),편의점요금납부(0.46748155)
5864,미납요금이 몇월 요금인가요?,"('미납이용정지', 0.51)","('SKT미납센터연락처', 0.484)",,1,SKT미납센터연락처(0.4827882),미납이용정지(0.4598356),미납직권해지(0.4319895)
5865,미등록 됩니다.,"('Btv미가입채널조치방법', 0.524)",,,1,퀵보이스이용방법(0.46742457),스팸ARS차단플러스(0.4642718),퀵보이스(0.46131143)
5866,문자114로요,"('T전화T114이용방법', 0.595)","('T전화T114업체정보변경', 0.462)",,1,스팸문자(0.47447435),일500건SMS발송량제한(0.465316115),문자매니저(0.461666585)
5867,그럼 제가 오늘 납부한 비용은 이번달 할부비에서 제외한 나머지 금액을 입금한거죠??,"('단말기할부금중도납부방법', 0.654)",,,1,단말기할부금중도납부방법(0.48619065),"단말기할부(0.45857965)
",
5868,요 부분이 궁금한데요.,"('퀵보이스신청방법', 0.548)","('퀵보이스', 0.548)","('퀵보이스차단서비스', 0.548)",1,부가사용금액(0.48154105),"편의점요금납부(0.416609675)
",
5869,급여일이 말일중이라 말일에 입금 원합니다,,,,1,"요금납부일확인방법(0.8512927)
",,
5870,10월이 정리가 안된건가요?,,,,1,"일시정지(0.8066274)
",,
5871,안녕하세요 미납 요금 내역을 알고 싶습니다 ),"('SKT미납센터연락처', 0.527)",,,1,SKT미납센터연락처(0.47141085),미납이용정지(0.44891578),미납직권해지(0.421539515)
5872,실시간33만 저것두 아닌거죠?,,,,1,"실시간요금상세내역(0.8284175)
",,
5873,해지좀 부탁드립니다. 990원짜리,"('콘텐츠이용료결제취소방법', 0.54)","('Btv월정액해지방법', 0.52)","('이동전화해지방법', 0.501)",1,이동전화해지방법(0.42985052),유선해지방법(0.413000075),"자동납부해지방법(0.402210115)
"
5874,제가 10일에 납뷰 가능하는데요 그러면 괜찮은 건가요?,,,,1,부가사용금액(0.44523065),과납(0.41225845),"편의점요금납부(0.40430905)
"
5875,몇시간이상 이면  얼마가 추가 됩니까 ?,"('데이터추가사용방법', 0.531)","('추가관련', 0.505)",,1,T플랜레귤러(0.4180822),5GX레귤러(0.41516128),5GX레귤러플러스(0.4149958)
5876,그럼 해지할 필요는 없고요,"('철회', 0.507)","('이동전화해지방법', 0.481)","('예상해지금액', 0.474)",1,이동전화해지방법(0.47728175),자동납부해지방법(0.45053482),"유선해지방법(0.42444432)
"
5877,지난달 휴대전화요금 미납건으로 대화드립니다.,"('휴대폰결제연체가산금', 0.522)","('SKT미납센터연락처', 0.513)","('과납', 0.491)",1,SKT미납센터연락처(0.46075368),미납이용정지(0.436305585),미납직권해지(0.42021838)
5878,미납요금이 지금,"('미납이용정지', 0.576)","('SKT미납센터연락처', 0.558)","('과납', 0.499)",1,SKT미납센터연락처(0.488603175),미납이용정지(0.460939465),미납직권해지(0.4413347)
5879,날짜를 미뤄주실수 없나요,,,,1,"요금납부일확인방법(0.8526193)
",,
5880,이것은 해지가능한지요,"('이동전화해지방법', 0.551)","('예상해지금액', 0.544)","('철회', 0.527)",1,이동전화해지방법(0.48923925),자동납부해지방법(0.47008935),"유선해지방법(0.4406449)
"
5881,로밍을 10일부터,,,,1,로밍통화요금(0.4790765),로밍수신요금(0.4760396),로밍한사람간통화요금(0.47525385)
5882,일시납으로 안하고  카드별로 나눠서 납부해두 되나요?,,,,1,"요금납부일확인방법(0.90744936)
",,
5883,그러면 지금 취소 처리 된거죠?,"('철회', 0.556)","('콘텐츠이용료결제취소방법', 0.54)","('예상해지금액', 0.522)",1,이동전화해지방법(0.4715847),"자동납부해지방법(0.44021803)
",
5884,저번달결제꺼요 미리 입금을 했어요,,,,1,통신과금선결제이용방법(0.44570005),휴대폰결제이용동의신청방법(0.4207341),"통신과금자동선결제신청방법(0.41928765)
"
5885,말로 상담하게요,"('전화상담사연결', 0.466)",,,1,전화상담사연결(0.4498907),SK텔레콤고객센터운영시간(0.422104715),타통신사고객센터(0.40856233)
5886,내일부터 34개월 해외에 있는데,,,,1,로밍통화요금(0.4648364),로밍한사람간통화요금(0.462447585),로밍중휴대폰기능사용요금(0.459653)
5887,상담할래..,"('퀵보이스신청방법', 0.537)","('퀵보이스', 0.537)","('퀵보이스차단서비스', 0.537)",1,전화상담사연결(0.4775693),SK텔레콤고객센터운영시간(0.4652584),타통신사고객센터(0.45030975)
5888,정기결제일이라 해지가 안되나요?,,,,1,"휴대폰결제취소방법(0.8455938)
",,
5889,혹시 마납요금 납부가능일 다음달로 등록 가능한가요? 이미 기 납부를 많이 한 상태라서요,"('단말기할부금중도납부방법', 0.456)",,,1,편의점요금납부(0.41912015),과납(0.417302965),요금수납내역확인방법(0.4106357)
5890,부가서비스 금액중,"('부가사용금액', 0.671)",,,1,"요금부분납부방법(0.8092496)
",,
5891,일딴 미납요금 한달치 납부 가능하지요?,"('단말기할부금중도납부방법', 0.512)","('SKT미납센터연락처', 0.502)","('미납이용정지', 0.477)",1,SKT미납센터연락처(0.477155985),미납이용정지(0.4454981),미납직권해지(0.42462935)
5892,즉시 납부 하려합니다,,,,1,요금부분납부방법(0.4892138),요금수납내역확인방법(0.483317585),편의점요금납부(0.46471645)
5893,주상현 871230,,,,1,요금안내서주소변경방법(0.43343842),주민등록번호정정(0.4088933),5G행복누리슬림(0.40871942)
5894,부가사용요금이 무엇인지  왜 요금이 나가는지 알고 싶습니다,"('부가사용금액', 0.642)","('부가통화', 0.47)",,1,부가사용금액(0.48883623),편의점요금납부(0.4640503),요금수납내역확인방법(0.4604587)
5895,김호천  01037551267,,,,1,선불폰(0.4689),목소리인증(0.4643782),선불폰충전금액별이용기간(0.4641731)
5896,주민번호요?,"('T멤버십카드번호확인방법', 0.52)","('주민등록번호정정', 0.512)","('태블릿번호확인방법', 0.464)",1,주민등록번호정정(0.487505885),요금안내서주소변경방법(0.46867775),주식서비스(0.45659742)
5897,요금납입 날짜 가몇 일인가 요?,"('요금납부일확인방법', 0.724)","('요금납부일변경방법', 0.475)",,1,"요금납부일확인방법(0.9180152)
",,
5898,11월20일 납부가능,,,,1,"요금납부일확인방법(0.84086007)
",,
5899,내 감사합니다,"('상담사칭찬방법', 0.516)",,,1,전화상담사연결(0.4518943),SK텔레콤고객센터운영시간(0.43413815),타통신사고객센터(0.419624)
5900,업무가 아니야,,,,1,SK텔레콤고객센터운영시간(0.41456885),"전화상담사연결(0.409312875)
",
5901,통화량많아,"('법인폰요금제사용량조회방법', 0.454)",,,1,"최근사용량확인방법(0.84691054)
",,
5902,딱 요금 낼수 있어서요,,,,1,부가사용금액(0.44398785),편의점요금납부(0.4317329),요금수납내역확인방법(0.42638412)
5903,다른상담사도 이거로 받는다고하는데 다그런거예요,,,,1,전화상담사연결(0.4361298),"SK텔레콤고객센터운영시간(0.41608137)
",
5904,그럼 일단 이번달 납부일자는? 20일로,"('요금납부일확인방법', 0.472)",,,1,요금납부일확인방법(0.454935),"실시간요금상세내역(0.404556335)
",
5905,콘텐츠결제할때,"('결제관련', 0.652)","('앱스토어결제수단', 0.603)","('Skpay결제방법', 0.513)",1,콘텐츠이용료가능대상(0.4779175),콘텐츠이용료구매내역확인방법(0.464179425),콘텐츠이용료결제취소방법(0.4091094)
5906,비트박스이 번호로 전화 한번 내주세요.,"('T플러스B인터넷', 0.481)",,,1,Btv셋톱박스연동방법(0.4462993),셋톱박스(0.4358526),"Btv블루투스연결(0.41807035)
"
5907,네 상담해주셔서 감사합니다,"('전화상담사연결', 0.485)","('제조사AS센터연락처', 0.466)","('퀵보이스차단서비스', 0.466)",1,전화상담사연결(0.46789605),SK텔레콤고객센터운영시간(0.46372245),타통신사고객센터(0.4483674)
5908,문자로주세요,"('문자메시지서비스', 0.674)","('MMS', 0.61)","('메시지관련', 0.595)",1,문자메시지서비스(0.48167458),문자매니저(0.47861907),등기문자(0.47443085)
5909,선불요금9900원선불요금제로결제되서,"('선불폰', 0.596)","('선불폰충전방법', 0.573)","('통신과금선결제', 0.516)",1,선불폰(0.4812151),선불폰충전금액별이용기간(0.48094715),선불폰충전취소방법(0.480240585)
5910,안녕하세요 제가 이번에 휴대폰 결제로 495000원이 결제되서 이거에 대해 여쭤보려고 문의드렸어요,,,,1,"통신과금선결제이용방법(0.8256975)
",,
5911,폰으로 로밍을 한것같은데,"('T로밍카드', 0.569)","('T로밍고객센터', 0.489)","('5G로밍서비스', 0.471)",1,로밍수신요금(0.48765685),로밍중휴대폰기능사용요금(0.486412675),로밍통화요금(0.48562215)
5912,신용카드로해주세요,,,,1,제휴카드할인(0.4607877),"동일신용카드월5회수납제한(0.4477053)
",
5913,데이터 차단을 풀어야되나요?,"('차단해제관련', 0.654)","('데이터로밍차단해지', 0.478)",,1,데이터로밍차단시Wi-Fi이용(0.41111435),"데이터로밍차단시통화문자이용(0.4042151)
",
5914,요금 언제나와여?,,,,1,부가사용금액(0.43175285),과납(0.40444685),"편의점요금납부(0.40319395)
"
5915,아님 번호요?,"('다른번호문의', 0.55)","('단말기일련번호확인방법', 0.538)",,1,"다른번호문의(0.81855613)
",,
5916,11월 20일에 납부 가능합니다,,,,1,요금수납내역확인방법(0.47523465),요금부분납부방법(0.474865315),편의점요금납부(0.467571465)
5917,기업으로 부탁드릴게요 참고하겠습니다,"('법인고객센터', 0.465)",,,1,전화상담사연결(0.40932983),"SK텔레콤고객센터운영시간(0.40071975)
",
