intent_nm,ans_cont
TAll케어플러스2,.
티다팩,"'티다팩'에 대해 안내해 드릴게요.
T 다이렉트 샵에서 신규/기기변경일 포함 15일 이내에 '티다팩' 서비스를 가입하면, 고객이 선택한 요금제에 따라 총 12개월간(월 1회) 제휴 할인쿠폰을 제공해 드려요.(단, 중고기변 제외)
자세한 내용은 T다이렉트 샵에서 확인할 수 있어요.

▶ 기간: 2021년 11월 1일(월) 이후
▶ 제휴처: 11번가, ONE store, UT
▶ 쿠폰 지급액: 4,000원 ~ 15,000원까지(요금제별 금액 상이)

※ T다이렉트 샵 고객센터: 1525(무료/SKT휴대폰) 또는 1599-0111(유료)"
본인컬러링듣기,.
0히어로할인제도해지방법,"'0히어로 할인제도 해지 방법'에 대해 안내해 드릴게요.
0히어로 할인제도는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '0히어로 할인제도' 검색 → '0히어로 할인제도' 선택 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '0히어로 할인제도' 검색 → '0히어로 할인제도' 선택 → 해지

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'를 선택해 주세요."
분실파손2i일반,"'분실파손2 i일반'에 대해 안내해 드릴게요.
분실파손2 i일반은 휴대폰을 분실하거나 파손되었을 때 보상을 받을 수 있는 아이폰 전용 보험 상품이에요.

▶ 월 5,400원
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상지원금: 휴대폰 출고가
- 자기부담금: 도난/분실/파손 시 손해액의 30%(최소 3만원), 리퍼 수리 시 1회 최대 가입 금액 50만원
▶ 가입 가능 단말기(출고가): 130만원 이하 단말기

▶ 분실파손2 i 알아보기: http://naver.me/GUvfjc2q"
분실파손2폴드,"'분실파손2 폴드'에 대해 안내해 드릴게요.
분실파손2 폴드는 휴대폰을 분실하거나 파손되었을 때 보상을 받을 수 있는 갤럭시Z 폴드 전용 보험 상품이에요.

▶ 월 12,100원
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상지원금: 휴대폰 출고가
- 자기부담금: 도난/분실/파손 시 손해액의 30%(최소 3만원)
▶ 가입 가능 단말기(출고가): 갤럭시Z 폴드

▶ 분실파손2 알아보기: http://naver.me/GyesUMqr"
파손280,"'파손2 80'에 대해 안내해 드릴게요.
파손2 80은 휴대폰이 파손되었을 때 보상 받을 수 있는 안드로이드 전용 보험 상품이에요.

▶ 월 3,400원
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상지원금: 최대 가입 금액 80만원
- 자기부담금: 손해액의 25%(최소 3만원)
▶ 가입 가능 단말기: 전 휴대폰(폴드/플립 제외)
※ 완전 파손 시 1회 보상 후 보험 해지됨

▶ 분실파손2 알아보기: http://naver.me/GyesUMqr"
ifland앱이용방법,"'ifland(이프랜드) 앱 이용방법'에 대해 안내해 드릴게요.
이프랜드 앱은 구글 Play(플레이) 스토어, ONE Store(원스토어), 애플 앱스토어에서 다운로드할 수 있어요.

▶ 이용방법
- ifland 앱 실행 → 회원가입/로그인 → 서비스 이용안내 동의 → 아바타 선택 → 닉네임 입력 → ifland 시작하기
※ 기존 Jump(점프) 앱이 ifland 앱으로 변경됨"
분실파손2고급,"'분실파손2 고급'에 대해 안내해 드릴게요.
분실파손2 고급은 휴대폰을 분실하거나 파손되었을 때 보상을 받을 수 있는 안드로이드 전용 보험 상품이에요.

▶ 월 6,200원
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상지원금: 휴대폰 출고가
- 자기부담금: 도난/분실/파손 시 손해액의 25%(최소 3만원)
▶ 가입 가능 단말기(출고가): 100만원 초과 단말기(폴드/플립 제외)

▶ 분실파손2 알아보기: http://naver.me/GyesUMqr"
분실파손2플립,"'분실파손2 플립'에 대해 안내해 드릴게요.
분실파손2 플립은 휴대폰을 분실하거나 파손되었을 때 보상을 받을 수 있는 갤럭시Z 플립 전용 보험 상품이에요.

▶ 월 9,700원
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상지원금: 휴대폰 출고가
- 자기부담금: 도난/분실/파손 시 손해액의 30%(최소 3만원)
▶ 가입 가능 단말기(출고가): 갤럭시Z 플립

▶ 분실파손2 알아보기: http://naver.me/GyesUMqr"
분실파손2일반,"'분실파손2 일반'에 대해 안내해 드릴게요.
분실파손2 일반은 휴대폰을 분실하거나 파손되었을 때 보상을 받을 수 있는 안드로이드 전용 보험 상품이에요.

▶ 월 4,200원
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상지원금: 휴대폰 출고가
- 자기부담금: 도난/분실/파손 시 손해액의 25%(최소 3만원)
▶ 가입 가능 단말기(출고가): 100만원 이하 단말기(폴드/플립 제외)

▶ 분실파손2 알아보기: http://naver.me/GyesUMqr"
파손2F,"'파손2 F'에 대해 안내해 드릴게요.
파손2 F는 휴대폰이 파손되었을 때 보상을 받을 수 있는 갤럭시Z 폴드/플립 전용 보험 상품이에요.

▶ 월 7,700원
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상지원금: 최대 가입 금액 120만원
- 자기부담금: 손해액의 35%(최소 3만원)
▶ 가입 가능 단말기: 갤럭시Z 폴드/플립 시리즈
※ 완전 파손 시 1회 보상 후 보험 해지됨"
분실파손2i고급,"'분실파손2 i고급'에 대해 안내해 드릴게요.
분실파손2 i고급은 휴대폰을 분실하거나 파손되었을 때 보상을 받을 수 있는 아이폰 전용 보험 상품이에요.

▶ 월 7,400원
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상지원금: 휴대폰 출고가
- 자기부담금: 도난/분실/파손 시 손해액의 30%(최소 3만원), 리퍼 수리 시 1회 최대 가입 금액 70만원
▶ 가입 가능 단말기(출고가): 130만원 초과 단말기

▶ 분실파손2 i 알아보기: http://naver.me/GUvfjc2q"
0히어로할인제도신청방법,"0히어로 할인제도 신청 방법'에 대해 안내해 드릴게요.
0히어로 할인제도는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 신청할 수 있어요. 신청 시 군 입대 입증서류와 신청인의 신분증 제출이 필요하며, 군 입대 입증서류는 제출한 이력이 있을 경우 생략도 가능합니다. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '0히어로 할인제도' 검색 → '0히어로 할인제도' 선택 → 가입
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '0히어로 할인제도' 검색 → '0히어로 할인제도' 선택 → 가입
※ 군 입대 정보가 사전 등록된 고객만 T월드에서 신청 가능"
분실파손2,"'분실파손2'에 대해 안내해 드릴게요.
분실파손2는 휴대폰을 분실하거나 파손되었을 때 보상을 받을 수 있는 서비스예요.

- 분실파손2 폴드
- 분실파손2 플립
- 분실파손2 고급
- 분실파손2 일반
- 분실파손2 i고급
- 분실파손2 i일반
- 파손2 F
- 파손2 80
- 파손2 i80

보험 관련해 더 자세한 내용이 궁금하다면 보험 상품명을 선택해 주세요."
파손2i80,"'파손2 i80'에 대해 안내해 드릴게요.
파손2 i80은 휴대폰이 파손되었을 때 보상을 받을 수 있는 아이폰 전용 보험 상품이에요.

▶ 월 4,100원
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상지원금: 최대 가입 금액 80만원
- 자기부담금: 손해액의 30%(최소 3만원), 리퍼는 교체(리퍼1) 1회당 최대가입금액 60만원
▶ 가입 가능 단말기: 전 휴대폰
※ 완전 파손 시 1회 보상 후 보험 해지됨

▶ 분실파손2 i 알아보기: http://naver.me/GUvfjc2q"
T전화모드유지,"안드로이드 OS 단말에서 T전화 모드가 이유 없이 제조사 단말 모드로 바뀌었다면 아래와 같이 조치해 주세요.

① 안드로이드 스마트폰에서 기본 앱 확인 
(경로: 스마트폰 설정 > 애플리케이션 > 기본 앱 > 전화 앱 > T전화)

② 스마트폰에서 주기적으로 최근 실행 중인 앱 정리(또는) 스마트폰 전원 재부팅

③ 증상이 계속 발생된다면, 스마트폰 제조사와 분석이 필요하므로 T전화 앱 내 문의하기를 이용해 주세요.(경로: T전화 > T설정 > 고객센터 > 문의하기)"
T아이폰파손13,"'T아이폰파손 13'에 대해 안내해 드릴게요.
T아이폰파손 13은 휴대폰 파손 보험과 애플 제휴 서비스 혜택을 결합한 아이폰 전용 보험 상품이에요.

▶ 월 7,100원(부가세 포함)
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상 횟수: 총 6회(12개월당 2회)
- 자기부담금: 전/후면 중 1면 파손 4만원(양면 파손 시 8만원)/기타 파손(리퍼) 12만원
▶ 가입 가능 휴대폰: 아이폰 13, 아이폰 13 Mini, 아이폰 12, 아이폰 12 Mini, 아이폰 11, 아이폰 XR"
T아이폰케어13Pro,"'T아이폰케어 13 Pro'에 대해 안내해 드릴게요.
T아이폰케어 13 Pro는 분실파손 보험과 애플 제휴 서비스 혜택을 결합한 아이폰 전용 보험 상품이에요.

▶ 월 12,000원(부가세 포함)
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상 횟수: 분실 1회(리퍼폰으로 보상), 파손 총 6회(12개월당 2회)
- 자기부담금: 분실 시 34만원, 전/후면 중 1면 파손 4만원(양면 파손 시 8만원)/기타 파손(리퍼) 12만원
▶ 가입 가능 휴대폰: 아이폰 13 Pro, 아이폰 13 Pro max, 아이폰 12 Pro, 아이폰 12 Pro Max, 아이폰 11 Pro, 아이폰 11 Pro Max, 아이폰 X, 아이폰 XS, 아이폰 XS Max"
T아이폰파손13Pro,"'T아이폰파손 13 Pro'에 대해 안내해 드릴게요.
T아이폰파손 13 Pro는 휴대폰 파손 보험과 애플 제휴 서비스 혜택을 결합한 아이폰 전용 보험 상품이에요.

▶ 월 8,800원(부가세 포함)
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상 횟수: 총 6회(12개월당 2회)
- 자기부담금: 전/후면 중 1면 파손 4만원(양면 파손 시 8만원)/기타 파손(리퍼) 12만원
▶ 가입 가능 휴대폰: 아이폰 13 Pro, 아이폰 13 Pro max, 아이폰 12 Pro, 아이폰 12 Pro Max, 아이폰 11 Pro, 아이폰 11 Pro Max, 아이폰 X, 아이폰 XS, 아이폰 XS Max"
5GX클럽아이폰13,"'5GX클럽_아이폰13'에 대해 안내해 드릴게요.
5GX클럽_아이폰13은 월 5,900원으로 아이폰13/Mini/PRO/PRO MAX 로 개통해 사용하다가 19개월 차~30개월 이내 반납하고 SKT에서 구매한 단말기(OMD 제외)로 기기변경하면 남은 기기 할부금을 출고가의 최대 50%까지 면제받을 수 있는 서비스예요.(21.12.31. 까지 가입 가능)"
T아이폰케어13,"'T아이폰케어 13'에 대해 안내해 드릴게요.
T아이폰케어 13은 분실파손 보험과 애플 제휴 서비스 혜택을 결합한 아이폰 전용 보험 상품이에요.

▶ 월 10,100원(부가세 포함)
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상 횟수: 분실 1회(리퍼폰으로 보상), 파손 총 6회(12개월당 2회)
- 자기부담금: 분실 시 26만원, 전/후면 중 1면 파손 4만원(양면 파손 시 8만원)/기타 파손(리퍼) 12만원
▶ 가입 가능 휴대폰: 아이폰 13, 아이폰 13 mini, 아이폰 12, 아이폰 12 mini, 아이폰 11, 아이폰 XR"
5GX플래티넘프로모션해지방법,"'5GX플래티넘 프로모션 해지 방법'에 대해 안내해 드릴게요.
5GX플래티넘 프로모션은 CV센터(구.지점)/PS&M지점/대리점, 고객센터에서 해지할 수 있어요.

ㅇ SK텔레콤 고객센터: 국번 없이 114 또는 080-011-6000(무료)"
5GX플래티넘프로모션,"'5GX플래티넘 프로모션'에 대해 안내해 드릴게요.
5GX플래티넘 프로모션은 T지원금 약정 또는 선택약정을 가입하고, 5GX 플래티넘 요금제를 이용하는 고객에게 제공되는 한시적 프로모션이에요. 자세한 내용은 아래를 확인해 주세요.

[5GX플래티넘 프로모션]
- 기간: 2021년 10월 8일(금)~2021년 12월 31일(금)
- 혜택: 약정 가입일 포함 15일 이내에 지정된 기기(에어팟 프로 & 맥세이프 듀오/갤럭시워치4/액티브2/애플워치 SE 중 택 1)를 SK텔레콤에서 24개월 할부 구매 시 분할상환금(이자 포함) 100% 할인 제공
※ T끼리 온가족할인 또는 2G 전환 70% 요금할인 이용 시 가입 불가"
5G행복누리슬림,"'5G 행복누리 슬림'에 대해 안내해 드릴게요.
5G 행복누리 슬림은 시각/청각(언어) 장애인 고객님을 위한 영상/부가통화 혜택이 강화된 5G 전용 요금제예요. 변경은 CV센터(구.지점)/PS&M지점/대리점, 고객센터에서 할 수 있습니다.

▶ 월 55,000원(부가세 포함)
▶ 기본제공
- 음성: 집전화/이동전화 무제한+영상/부가통화 600분
- 문자: 기본제공
- 데이터: 10GB(모두 사용 후 1Mbps 속도로 무제한)"
T전화아이폰최근기록표시정책,.
빌레터마이풀서비스해지방법,"'빌레터 마이풀 해지 방법'에 대해 안내해 드릴게요.
빌레터 마이풀은 고객센터(114), 마이풀 고객센터(1670-8056/유료) 및 홈페이지에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ 마이풀 홈페이지: https://sbss.imypool.kr/addService/mypoolMain → 오른쪽 상단 '≡' → 서비스이용 → 서비스 해지 → 인증하기 → 해지하기

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'를 선택해 주세요."
빌레터마이풀서비스신청방법,"'빌레터 마이풀 신청 방법'에 대해 안내해 드릴게요.
빌레터 마이풀은 고객센터, 빌레터 앱, 마이풀 홈페이지에서 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ 빌레터 앱: 앱 실행 → 맞춤추천 → 생활서비스 → 생활 → 빌레터마이풀 → 약관동의 → 인증하기 → 가입하기
▶ 마이풀 홈페이지: https://sbss.imypool.kr/addService/mypoolMain → 오른쪽 상단 '≡' → 서비스이용 → 서비스 가입 → 약관동의 → 인증하기 → 가입하기

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'를 선택해 주세요."
5G행복누리레귤러,"'5G 행복누리 레귤러'에 대해 안내해 드릴게요.
5G 행복누리 레귤러는 시각/청각(언어) 장애인 고객님을 위한 영상/부가통화 혜택이 강화된 5G 전용 요금제예요. 변경은 CV센터(구.지점)/PS&M지점/대리점, 고객센터에서 할 수 있습니다.

▶ 월 69,000원(부가세 포함)
▶ 기본 제공
- 음성: 집전화/이동전화 무제한+영상/부가통화 600분
- 문자: 기본제공
- 데이터: 110GB(모두 사용 후 5Mbps 속도로 무제한)"
빌레터마이풀서비스이용방법,"'빌레터 마이풀 이용 방법'에 대해 안내해 드릴게요.
빌레터 마이풀은 마이풀 앱에서 추가 비용 없이 모든 콘텐츠를 이용할 수 있어요. 언제 어디서나 외국어 학습을 할 수 있는 마이풀 앱 이용 방법을 알려드릴게요.

▶ 이용 방법
- 구글 Play 스토어/App store 에서 '마이풀' 앱 다운로드 → 앱 실행 → 회원가입 → 동의하기 → 인증하기 → 회원가입 완료"
T전화내위치설정방법,"'T전화에서 내 위치를 설정하는 방법 알려드릴게요. 
위치 약관 동의, 위치 권한을 허용하면 T114 검색, 날씨 정보 제공 시 내 위치 정보를 활용한 서비스를 제공받을 수 있습니다.

▶ 위치 약관 동의 방법: T설정 → 고객센터 → 이용약관 → 위치 관련 약관(T114, NUGU 각각 동의 필요)
▶ 위치 권한 허용 방법: 단말별 설정 → 애플리케이션 → 위치 권한 허용"
벨소리서비스설정방법,.
안전결제프리미엄신청방법,"'안전결제 프리미엄 신청 방법'에 대해 안내해 드릴게요.
안전결제 프리미엄은 비씨카드/KB카드 홈페이지, 페이북/ISP 앱, 쇼핑몰 등에서 결제 시 나타나는 일반 결제(ISP) 결제창에서 신청할 수 있어요.

▶ 일반 결제(ISP) 결제창: 카드 등록 → 카드 정보 입력 및 서비스 약관 동의 → 저장 위치 '휴대폰' 선택 → ISP 결제 비밀번호 등록 → 휴대폰 번호 입력 → 해당 휴대폰으로 SMS 메시지 전송 → 앱 다운로드 또는 앱 실행 후 보안 인증번호 입력 → 프리미엄 서비스 약관 동의 → 안전결제 프리미엄 서비스 신청 완료
※ 모바일 일반 결제(ISP) 신청 완료 즉시 모든 서비스 이용 가능"
T전화AI통화녹음,"[베타 서비스 신청 종료 후 사용예정 답변]

AI통화녹음은 T전화에서 통화녹음을 텍스트로 자동 변환해 주는 서비스입니다.<br>자동 변환된 텍스트 내용을 검색하거나 메모를 저장하여 빠르게 통화녹음 내용을 확인하고 관리할 수 있습니다.<br>아쉽게도 현재는 시범(BETA) 서비스 신청이 종료되어 사전에 신청한 분들만 이용할 수 있습니다.<br>좀 더 완성도 높은 정식 서비스로 곧 출시될 예정이니 조금만 기다려 주세요."
안전결제프리미엄해지방법,"'안전결제 프리미엄 해지 방법'에 대해 안내해 드릴게요.
안전결제 프리미엄은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드, 브이피 고객센터(1577-3033/유료), 브이피 홈페이지(service.vp.co.kr), 페이북/ISP 앱에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상담 돋보기 '안전결제 프리미엄' 검색 → '안전결제 프리미엄' 선택 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상담 돋보기 '안전결제 프리미엄' 검색 → '안전결제 프리미엄' 선택 → 해지

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'를 선택해 주세요."
안전결제프리미엄이용방법,"안전결제 프리미엄 이용 방법'에 대해 안내해 드릴게요.
안전결제 프리미엄은 보안 결제, 금융사고 보상, 쇼핑 할인, 클린케어 등을 이용할 수 있어요. 자세한 이용 방법을 알려드릴게요.

▶ 보안 결제: 쇼핑몰에서 상품 구매 후 ISP 결제 선택 → 일반 결제(ISP) 결제창 내 저장 위치를 '휴대폰'으로 선택 → 휴대폰으로 모바일 간편결제(ISP) 관련 안내 메시지 전송 → 결제 카드 선택 → 해당 카드가 일반 결제(ISP) 결제창에 표시 → 일반 결제(ISP) 결제창에서 ISP 비밀번호 입력 시 결제 완료
▶ 금융사고 보상: 경찰 신고 및 피해 사실 확인 → 보상센터 전화 접수 → 추가 서류 제출 → 보상센터 심의 및 승인받기 → 피해 보상금 받기
▶ 쇼핑 할인: 페이북/ISP 앱 → 오른쪽 상단 전체 메뉴 → 모바일 안전결제 서비스 → 모바일 쿠폰 딜 접속
▶ 클린케어: 페이북/ISP 앱 → 오른쪽 상단 전체 메뉴 → 모바일 안전결제 서비스 → 스마트폰 클린케어 실행"
안전결제프리미엄,"'안전결제 프리미엄'에 대해 안내해 드릴게요.
안전결제 프리미엄은 월 550원(부가세 포함)으로 안전결제(ISP) 서비스를 휴대폰에서 이용할 수 있도록 지원하는 신용카드 결제 서비스예요.
국내에서 피싱 또는 해킹에 의한 금융사고 발생 시 최대 100만원까지(자기 부담금 10% 발생) 보상받을 수 있어요.

신청 방법이 궁금하다면 '안전결제 프리미엄 신청 방법'을 선택해 주세요."
T멤버십포인트,"'멤버십 포인트'에 대해 안내해 드릴게요.
멤버십 포인트는 할인과 적립을 고객님이 선택하여 자신에게 맞게 멤버십 서비스를 이용할 수 있어요. 할인형은 결제하는 즉시 할인 받고, 적립형 고객은 포인트를 모아 원하는 제휴처에서 사용할 수 있습니다.(단, 일부 제휴처의 경우 할인 또는 적립만 가능) 할인형을 이용하다 적립형으로 전환할 수 있고, 다시 다른 유형으로 변경은 30일 이후 가능하답니다."
T멤버십포인트선물하기,"'멤버십 포인트 선물하기'에 대해 안내해 드릴게요.
멤버십 포인트 선물은 적립된 T+포인트를 T멤버십/T우주 Lite 고객인 경우 할 수 있어요. 사용 가능한 포인트에 한해 1회 최대 10만 포인트까지 선물 가능하며, 유효기간은 선물 받은 시점으로 5년간 이용할 수 있답니다.

※ 미성년자 고객은 선물 받기만 가능"
T멤버십T플러스포인트적립,"'멤버십 T+포인트 적립 방법'에 대해 안내해 드릴게요.
T+포인트 적립은 T멤버십 제휴처/SKT 일부 서비스 및 신규 제휴 서비스를 이용 시 적립되는 포인트예요. 자세한 내용은 아래를 확인해 주세요.

[포인트 적립 방법]
- 회원 가입 시 모바일 회원 카드 번호와 T멤버십 바코드 발급됨
- 온라인 적립 제휴처 최초 1회 회원 카드 번호 등록 필요
- 오프라인에서 이용 시 모바일 바코드 제시
[포인트 적립 시점]
- 제휴처에서 이용하는 시점 적립 예정 포인트로 반영
- 오프라인 제휴처 D+1일 사용가능 포인트 전환
- 온라인 제휴처 구매 확정 시점에 사용가능 포인트 전환"
T멤버십포인트유효기간,"'멤버십 포인트 유효기간'에 대해 안내해 드릴게요.
할인형 포인트일 경우 별도 유효기간이 없어요. 적립형 포인트를 사용할 수 있는 기간은 적립일 기준 5년이고요. 소멸 예정일 기준 30일 전, 7일 전, 1일 전에 안내 문자 메시지를 발송해 드립니다.
※ T멤버십 회원 해지(탈퇴) 시 해지일 포함 31일간 적립된 포인트 사용 가능(적립 및 할인 불가)"
T멤버십T우주Lite회원,"'T우주 Lite 회원'에 대해 안내해 드릴게요.
T우주 Lite 회원은 SK텔레콤 선불폰(PPS), 택시폰 이용 고객 및 다른 통신사 고객님도 T맴버십 앱에서 T우주, 미션 등의 서비스를 이용할 수 있도록 새롭게 만든 회원 제도예요. 자세한 내용은 아래를 확인해 주세요.

[이용방법]
- T멤버십 앱에서 T ID 실명 인증 후 가입
- T멤버십 앱 내 미션에서 T+포인트를 적립
- 적립된 T+포인트는 T우주 구독상품 또는 제휴처에서 결제 시 사용 가능(단, 제휴처에서 결제 시 할인/적립은 불가)"
T멤버십T플러스포인트조회방법,"'멤버십 T+포인트 조회 방법'에 대해 안내해 드릴게요.
멤버십 T+포인트는 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드, T멤버십 홈페이지/앱에서 조회할 수 있어요. 고객센터 연결 없이 직접 조회하는 방법을 알려드릴게요.

▶ T멤버십 홈페이지: tmembership.tworld.co.kr → 로그인 → 나의 T멤버십 → 회원정보 → T멤버십 회원정보 → 포인트 혜택
▶ T멤버십 앱: 앱 실행 → 로그인 → 하단 바코드 선택 → 사용가능 T+포인트 "
T멤버십고객등급조회,.
발신번호관련,.
공부관련,.
블루투스관련,.
반납관련,.
미성년자관련,.
휴대폰관련,.
메시지관련,.
통화품질관련,.
결제관련,.
연결관련,.
추가관련,.
로그인관련,.
게임관련,.
동영상관련,.
가족관련,.
정지관련,.
전화관련,.
인터넷관련,.
기프티콘고객센터,"'기프티콘 고객센터'에 대해 안내해 드릴게요.
기프티콘 구매 및 취소, 유효기간 연장 등의 관한 문의는 기프티콘 고객센터를 통해 상담받을 수 있어요. 자세한 문의는 기프티콘 고객센터로 문의해 주세요.

[기프티콘 고객센터]
- 고객센터: 1800-0133(유료)
- 운영시간: 평일 오전 9시 ~ 오후 6시
- 홈페이지: www.gifticon.com"
속도관련,.
소리관련,.
오토레터신청방법,"'오토레터 신청 방법'에 대해 안내해 드릴게요.
오토레터는 고객센터(114), 빌레터 앱, 오토레터 홈페이지(www.autoletter.kr)에서 신청할 수 있어요.

▶ 빌레터 앱: 앱 실행 → MY 자산 → 자동차 '오토레터' 선택 → '오토레터 서비스 신청하기' 선택 → 인증하기 → 약관 동의 → 오토레터 서비스 신청하기

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'를 선택해 주세요."
오토레터해지방법,"'오토레터 해지 방법'에 대해 안내해 드릴게요.
오토레터는 고객센터(114), 빌레터 앱, 오토레터 고객센터(1877-1623/유료) 및 오토레터 홈페이지(www.autoletter.kr)에서 해지할 수 있어요.

▶ 빌레터 앱: 앱 실행 → MY 자산 → 자동차 '오토레터' 선택 → 서비스해지 → 해지하기 → 인증하기 → 오토레터 서비스 해지하기

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'를 선택해 주세요."
오토레터,"'오토레터'에 대해 안내해 드릴게요.
오토레터는 월 3,300원(부가세 포함)으로 자동차 관련 자산관리 서비스예요. 차량 관련 정보 조회 서비스와 차량용품/타이어/세차 분야 할인(쿠폰 등) 제공 및 무료 보험 혜택이 제공됩니다.

신청 방법이 궁금하다면 '오토레터 신청 방법'을 선택해 주세요"
LTE요금제,"'LTE 요금제'에 대해 안내해 드릴게요.
4G 스마트폰 사용자 대상으로 더욱 다양한 혜택을 드리는 LTE 전용 요금제예요.
LTE 요금제 종류는 아래와 같습니다. 

- T플랜 요금제
- 언택트 플랜 요금제
- 0플랜 요금제
- 뉴 T끼리 맞춤형 요금제
- T플랜 시니어 요금제

요금제와 관련해 더 자세한 내용이 궁금하다면 요금제명을 선택해 주세요."
UT문의방법,"'UT(우티) 문의 방법'에 대해 안내해 드릴게요.
UT 관련 상담은 UT 앱에서 문의할 수 있어요.

▶ 안드로이드폰: UT 앱 실행 → 로그인 → 오른쪽 상단 아이콘 → 고객지원 → 모든 항목에서 문의 유형 선택
▶ 아이폰: UT Uber 앱 실행 → 로그인 → 왼쪽 상단 '≡' → 고객지원 → 모든 항목에서 문의 유형 선택"
TAll케어플러스포인트서비스,"T All케어플러스 포인트 서비스'에 대해 안내해 드릴게요.
T All케어플러스 포인트는 휴대폰 분실/파손 보험인 T All케어플러스2를 가입한 날 포함 31일 이내에 가입할 수 있는 서비스예요.

▶ 월 770원(부가세 포함)
▶ 제공 기간: 36개월
▶ 제공 혜택
- T All케어플러스2 가입 기간 중 제휴사(세븐일레븐, 미니스톱, 미스터피자, 피자헛, 버거킹, KFC, 파리바게트, CGV, 영풍문고) OCB 포인트 최대 2배 적립
- T All케어플러스 포인트 재가입 시 OCB 포인트 지급

신청 방법이 궁금하다면 'T All케어플러스 포인트 신청 방법'을 선택해 주세요."
통신자료제공,"'통신자료제공'에 대해 안내해 드릴게요.
통신자료제공은 법원 및 수사기관 등에 통신자료(성명, 주민번호, 주소, 전화번호 등의 개인정보)를 제공한 이력을 고객이 요청하는 경우 최대 1년까지 제공이 가능해요.

신청 방법이 궁금하다면 '통신자료제공 신청 방법'을 선택해 주세요."
아파트청약케어신청방법,"'아파트청약케어 신청 방법'을 안내해 드릴게요.
아파트청약케어는 아파트청약케어 홈페이지(www.aptcare.kr)/앱에서 신청할 수 있어요. 아파트청약케어 앱에서 신청하는 방법을 알려드릴게요.

▶ 아파트청약케어 앱: 앱 실행 → 청약정보 → 오른쪽 상단 '마이페이지' → 회원가입 → 아파트청약케어 유료가입 → 약관동의 및 인증하기 → 아파트청약케어 유료가입 → 확인"
아파트청약케어해지방법,"'아파트청약케어 해지 방법'에 대해 안내해 드릴게요.
아파트청약케어는 고객센터(114), T월드, 민앤지 고객센터(1599-2985/유료), 아파트청약케어 홈페이지(www.aptcare.kr)/앱에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 '아파트청약케어' 검색 → '아파트청약케어' 선택 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 '아파트청약케어' 검색 → '아파트청약케어' 선택 → 해지

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'를 선택해 주세요."
통신자료제공신청방법,"'통신자료제공 신청 방법'에 대해 안내해 드릴게요.
통신자료제공은 CV센터(구.지점), 고객센터, T월드 홈페이지를 통해 신청할 수 있어요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 하단 개인정보 이용내역 → 개인정보 이용내역 조회하기 → 6. 통신자료 제공내역 열람신청 → 본인인증 → 개인정보 수집 동의 및 안내사항 확인 후 통신자료 제공사실 확인서 요청"
