,index,query,query_cnt,p_rank1,p_rank2,p_rank3,n_rank_1,n_rank2,n_rank3
984,1420,로밍관련,2,로밍한사람간통화요금,T로밍청구내역서,로밍통화요금,T로밍카드,T로밍고객센터,가족로밍
985,2356,휴대폰결제 전번달에 쓴것이 있는데 요금청구는 언제되는지?,2,휴대폰결제이용동의신청방법,휴대폰결제이용가능대상,통신과금선결제이용방법,단말기할부금중도납부방법,,
986,2572,미납 납부하려함,2,SKT미납센터연락처,미납이용정지,미납직권해지,과납,SKT미납센터연락처,단말기할부금중도납부방법
987,5728,지난달보다 요금이 더 많이나왔어요,1,과납,,,데이터추가사용방법,,
988,1683,문자 수신만 가능한 요금제,2,문자매니저,문자메시지서비스,등기문자,문자메시지서비스,휴대폰문자수발신실패조치방법,메시지관련
989,1590,데이터취소,2,T끼리데이터선물하기취소,T끼리데이터선물하기비용,T끼리데이터선물하기알림,Wavve앤데이터해지방법,예상해지금액,이동전화해지방법
990,3954,BTV 장애,2,Btv유튜브시청방법,,,장애인복지할인제도,,
991,1196,음성 비밀번호,2,소리샘서비스비밀번호,소리샘서비스청취방법,소리샘서비스,음성관련,소리샘서비스비밀번호,소리샘서비스
992,1137,요금 쓴내역,2,부가사용금액,편의점요금납부,요금수납내역확인방법,콘텐츠이용료구매내역확인방법,요금수납내역확인방법,애플콘텐츠이용료결제내역확인방법
993,4000,가입 년도가 언제인가요?,2,가입상담예약방법,이동전화가입제한,Msafer서비스,휴대폰개통일확인방법,T끼리온가족할인제도가입년수확인방법,
994,5747,제가 지금요금제가어떤며,1,부가사용금액,과납,편의점요금납부,요금제문의,Btv요금제,요금제변경
995,6135,왜몆만원이 더청구된거지,1,퀵보이스이용방법,스팸ARS차단플러스,퀵보이스신청방법,추가관련,데이터추가사용방법,부가사용금액
996,712,유심을 넣었는데 안되때,2,USIM기기변경방법,USIM카드교품방법,USIM카드구매방법,로밍중USIM변경,USIM기변방법,USIM카드구매방법
997,1815,선택약정할인 연장하고싶어요,2,선택약정할인제도만료문자발송시기,선택약정할인제도가입조건,선택약정할인제도할인반환금부과대상,연장관련,번호변경안내서비스연장방법,분실정지수신기간연장방법
998,1849,선택 약정 연장 부탁드려요,2,선택약정할인제도약정기간변경,선택약정할인제도만료문자발송시기,주민등록번호정정,연장관련,번호변경안내서비스연장방법,법인위임대리인연장신청방법
999,1879,"실시간요금 3,475원은 무슨뜻인가요?",2,휴대폰결제연체가산금,실시간요금상세내역,가산금,실시간요금상세내역,,
1000,6303,그전에 납부도 가능할까요?,1,요금부분납부방법,요금수납내역확인방법,부가사용금액,가입비,,
1001,4442,해지하면서 요금 다 결제 됐구요,1,자동납부해지방법,이동전화해지방법,,콘텐츠이용료결제취소방법,예상해지금액,Btv월정액해지방법
1002,3460,인터넷 전화가 안됩니다,2,유선인터넷접속불가조치방법,집전화수발신불가조치방법,인터넷전화기전원불량조치방법,집전화수발신불가조치방법,휴대폰전화수발신불가조치방법,T전화오류문의
1003,3553,부위중 들을수 있는것은?,2,통화중대기서비스신청방법,통화중대기서비스,,소리관련,,
1004,3251,부가요금조회,2,요금부분납부방법,요금수납내역확인방법,편의점요금납부,부가사용금액,,
1005,3368,가상계좌 발송 부탁드립니다,2,차상위계층한부모가족복지할인제도,,,채팅플러스계좌송금서비스,,
1006,5587,핸드폰자체가안되는데,1,단말기교품,휴대폰기기변경방법,내휴대폰기종확인,휴대폰관련,,
1007,6074,부가서비스(T ALL케어플러스2 파손F) 해제하고 싶습니다.,1,TAll케어플러스3파손F,TAll케어플러스3파손80,TAll케어플러스3파손40,파손2F,,
1008,4200,요금제 때문에 가족으로 뭉치고 싶습니다,2,요즘가족결합,가족결합확인방법,요즘가족결합신청방법,TB끼리한가족할인,T전화그룹통화,T우주패스패밀리서비스
1009,2812,자녀 폰이 KT인데 여기서 선택약정 신청할 수 있나요?,2,선택약정할인제도만료문자발송시기,선택약정할인제도가입조건,선택약정할인제도할인반환금부과대상,선택약정할인제도가입조건,,
1010,5408,안녕하세요 당월 요금이 16만원이라고 떠서요,1,부가사용금액,과납,,T아이폰케어16,NewT아이폰케어16,
1011,5358,결제가안되는상황이라 114로통화후카드납부해야될까요,1,동일신용카드월5회수납제한,제휴카드할인,,결제관련,,
1012,3781,취소 해달라고요,2,이동전화해지방법,자동납부해지방법,유선해지방법,철회,콘텐츠이용료결제취소방법,예상해지금액
1013,1462,문자 발송이 안되네요,2,일500건SMS발송량제한,등기문자,문자메시지서비스,휴대폰문자수발신실패조치방법,휴대폰MMS수발신실패조치방법,문자메시지서비스
1014,1859,취소해야될것같아요,2,이동전화해지방법,자동납부해지방법,유선해지방법,철회,예상해지금액,콘텐츠이용료결제취소방법
1015,6436,콘텐츠이용요금요,1,콘텐츠이용료구매내역확인방법,콘텐츠이용료가능대상,구글Play스토어고객센터,부가사용금액,,
1016,6707,연락도가치주세요상담사,1,휴대폰결제대행사연락처,SK텔레콤고객센터운영시간,전화상담사연결,전화상담사연결,제조사AS센터연락처,SK텔레콤고객센터운영시간
1017,910,10월달 요금 납부를 했는데,2,요금부분납부방법,요금수납내역확인방법,기타요금,요금수납내역확인방법,,
1018,3379,자녀가kt인데,2,자녀요금조회방법,다자녀할인제도,자녀요금통보서비스,미성년자관련,T자녀안심,Btv자녀안심설정방법
1019,899,컨텐츠 이용료가 계속 증가하는데,2,콘텐츠이용료구매내역확인방법,구글Play스토어고객센터,휴대폰결제이용동의신청방법,데이터추가사용방법,부가사용금액,추가관련
1020,6449,확인해주셔서 감사합니다,1,전화상담사연결,SK텔레콤고객센터운영시간,타통신사고객센터,퀵보이스신청방법,퀵보이스,퀵보이스차단서비스
1021,4444,로밍을  하려는데  어떤상품이,1,로밍중휴대폰기능사용요금,로밍통화요금발생시점,로밍수신요금,T로밍카드,T로밍고객센터,가족로밍
1022,6670,그래서 남은 금액이 얼마가 청구되니요?,1,단말기할부금중도납부방법,,,단말기잔여할부조회방법,단말기할부금중도납부방법,
1023,2780,혹시 소액결제 한도 올리는거가능한가요,2,휴대폰결제이용가능대상,휴대폰결제이용동의신청방법,자동휴대폰결제차단방법,애플콘텐츠이용료결제이용한도,데이터통화료상한제도,법인휴대폰결제이용한도
1024,5927,106일부터 사용한 구글요금 환불됐다고 문자가 왔었거든요,1,구글Play스토어고객센터,콘텐츠이용료구매내역확인방법,휴대폰결제이용동의신청방법,데이터결합약정할인반환금,5GX퍼펙트클럽갤럭시S21반납조건,
1025,5280,그리고 부가서비스 빠져나가는게 있던데,1,부가서비스가입내역확인방법,,,부가사용금액,,
1026,2232,내 전화통화 시간,2,전화상담사연결,,,SK텔레콤고객센터운영시간,,
1027,3105,콘텐츠 가능액,2,콘텐츠이용료구매내역확인방법,콘텐츠이용료가능대상,,부가사용금액,,
1028,4764,금여가 밀려서 다음달에 요금 납부가능한데 괜찮나요?,1,부가사용금액,과납,편의점요금납부,단말기할부금중도납부방법,,
1029,6218,조금더 시간 을 줄수없나요?,1,실시간요금상세내역,,,추가관련,,
1030,4862,제가가입했나요?,1,이용계약증명서발급방법,이동전화가입제한,,부가서비스가입내역확인방법,가입정보조회,신규가입구비서류
1031,4849,나의요금을 조회하고 싶은데여,1,과납,부가사용금액,,실시간요금상세내역,조회관련,자녀요금조회방법
1032,3149,로밍요금 출력,2,로밍통화요금,로밍요금확인시점,로밍수신요금,T로밍청구내역서,로밍요금확인시점,
1033,2919,집 인터넷 연결 상태 안좋아서,2,유선인터넷접속불가조치방법,집전화수발신불가조치방법,인터넷전화기전원불량조치방법,Btv인터넷장애조치방법,유선인터넷접속불가조치방법,
1034,1924,전화 하시는분에게 현재 로밍 중 이라는 멘트가 안 나오게 하고 싶어요,2,로밍한사람간통화요금,로밍중전화발신방법,로밍통화요금,T로밍고객센터,T로밍카드고객센터,T로밍카드
1035,3470,지금까지 총 밀린요금??,2,실시간요금상세내역,휴대폰결제연체가산금,가산금,단말기잔여할부조회방법,,
1036,3334,로밍 조회,2,T로밍청구내역서,,,T로밍카드내역확인,로밍요금확인시점,로밍통화내역열람
1037,5208,기업은행 계좌로 보내 주세요,1,SK텔레콤고객센터운영시간,타통신사고객센터,전화상담사연결,채팅플러스계좌송금서비스,,
1038,4162,통화중 음원은 왜 해지 되었는지요?,2,통화중대기서비스해지방법,통화중대기서비스,,T전화탈퇴및서비스미사용,Btv월정액해지방법,이동전화해지방법
1039,5148,조금씩 초과되서 나왔던 금액은 복지50%된 금액인거죠?,1,복지할인제도,복지할인제도변경방법,,파손3i파손50,TAll케어플러스2i파손50,TAll케어플러스3패밀리i파손50
1040,4252,1회선물했습니다,2,가족간데이터자동선물하기,T끼리데이터선물하기연령,T끼리데이터선물하기비용,T끼리데이터선물조르기방법,T끼리데이터선물하기받은데이터사용방법,T끼리데이터선물하기알림
1041,3169,유심교체후 통화 안됨,2,USIM기기변경방법,USIM카드교품방법,USIM카드구매방법,USIM기변방법,로밍중USIM변경,USIM카드교품방법
1042,5250,카드납부하고자하는데,1,동일신용카드월5회수납제한,,,결제관련,단말기할부금중도납부방법,편의점요금납부
1043,2792,로밍 알려줘,2,로밍통화요금,로밍한사람간통화요금,로밍중전화발신방법,T로밍고객센터,T로밍카드,T로밍카드고객센터
1044,4161,데이터자동선물받기,2,T끼리데이터선물하기비용,가족간데이터자동선물하기,T끼리데이터선물하기대상,가족간데이터자동선물하기,가족간데이터자동선물발송시점,
1045,2090,남은 할부값,2,단말기할부,단말기할부금중도납부방법,,단말기할부금중도납부방법,단말기잔여할부조회방법,
1046,3373,t전화 일반전화로 전환,2,T전화모드유지,T전화음성으로전화하기,T전화설정방법,T_일반전화,,
1047,1987,납부가능일 등록 정정,2,요금납부일확인방법,,,요금납부일변경방법,요금납부일확인방법,유선요금납부일변경방법
1048,3764,브이컬러링 해제,2,V컬러링,V컬러링이용방법,원플러스컬러링설정방법,V컬러링해지방법,V컬러링오류조치방법,V컬러링
1049,1397,상담사연락,2,SK텔레콤고객센터운영시간,전화상담사연결,휴대폰결제대행사연락처,전화상담사연결,제조사AS센터연락처,SK텔레콤고객센터운영시간
1050,3605,이번달 20일전까지 납부하겠습니다,2,과납,부가사용금액,요금납부일확인방법,요금납부일확인방법,,
1051,2872,로밍이 되어 있나요?,2,로밍중전화발신방법,로밍통화요금,로밍중휴대폰기능사용요금,T로밍카드내역확인,,
1052,1956,상담 원합니다,2,전화상담사연결,SK텔레콤고객센터운영시간,ONEstore고객센터,퀵보이스신청방법,퀵보이스,퀵보이스차단서비스
1053,6338,뭐 가입에 1000원이 붙은건지,1,이동전화가입제한,이용계약증명서발급방법,가입상담예약방법,가입비,,
1054,2839,계좌번호 금액 보내주세요,2,SK텔레콤고객센터운영시간,,,채팅플러스계좌송금서비스,,
1055,3895,t전화 통화기록이 안나와요,2,T전화음성으로전화하기,T전화스팸기능,T전화그룹통화,통화내역열람방법,T전화녹음파일확인방법,T전화최근기록보기설정
1056,2345,통화중3g로 넘어가네요,2,통화중대기서비스,통화중대기서비스신청방법,T_통화중대기,LTE휴대폰3G데이터접속조치방법,baro3GB,TAll케어플러스3
1057,1238,문자발송이 안됩니다,2,일500건SMS발송량제한,스팸문자,문자메시지서비스,휴대폰문자수발신실패조치방법,휴대폰MMS수발신실패조치방법,SMS수신거부
1058,838,납부가능일 재등록,2,요금납부일확인방법,,,선택약정할인제도재가입조건,,
1059,2173,청구서 보내세요,2,요금안내서재발행방법,요금안내서변경방법,요금안내서발행유형자동변경해제방법,각종업무구비서류,이용계약증명서발급방법,요금안내서발행유형자동변경해제방법
1060,988,농협카드 문자가 오지않아서 문의합니다,2,제휴카드할인,동일신용카드월5회수납제한,,휴대폰문자수발신실패조치방법,휴대폰MMS수발신실패조치방법,
1061,4172,휴대폰 접속 지연,2,휴대폰통화권이탈조치방법,,,휴대폰데이터속도저하조치방법,유선인터넷속도저하조치방법,
1062,3852,휴대폰결제 문의 안내,2,휴대폰결제이용가능대상,콘텐츠이용료가능대상,휴대폰결제이용동의신청방법,결제관련,앱스토어결제수단,T로밍카드결제수단
1063,4622,로밍 요금도 부탁합니다,1,로밍통화요금,로밍한사람간통화요금,로밍중휴대폰기능사용요금,데이터로밍요금,로밍요금확인시점,T로밍카드
1064,1448,청구서빠리보내,2,요금안내서재발행방법,요금안내서변경방법,요금안내서발행유형자동변경해제방법,요금안내서발행유형자동변경해제방법,각종업무구비서류,
1065,1959,T 맴버십 혜택 알려줘!,2,퀵보이스신청방법,스팸ARS차단플러스신청방법,퀵보이스,BtvT멤버십사용방법,T멤버십혜택,휴대폰결제멤버십
1066,795,자녀가 사용하는 번호,2,다른번호문의,,,단말기일련번호확인방법,태블릿번호확인방법,T멤버십카드번호확인방법
1067,3977,새로운 상담 사작할래,2,전화상담사연결,SK텔레콤고객센터운영시간,,신규가입구비서류,,
1068,1615,가족보호서비스 해지,2,가족결합확인방법,가족결합상품대표회선변경방법,,휴대폰가족보호해지방법,휴대폰보호서비스해지방법,휴대폰번호보호해지방법
1069,2715,안녕하세요 이동전화 가입은 어떻게 해야 할수 있나요?,2,가입상담예약방법,이동전화가입제한,이용계약증명서발급방법,신규가입구비서류,휴대폰개통일확인방법,가입상담예약방법
1070,5964,네114전화로해야될까요?,1,T전화모드유지,T전화아이폰,T전화설정방법,T전화T114이용방법,,
1071,2034,데이터 다 쓰면 요금은 어떻게 되는지,2,데이터통화료상한제도,데이터추가사용방법,,자녀데이터사용량조회방법,,
1072,4903,핸드폰본인증으로는 안돼요,1,휴대폰인증서서비스,,,로밍중인증문자수신,목소리인증,Btv셋톱박스인증번호확인방법
1073,3539,조금전 헥토이노베이션에 가입하고 대금이 빠진다는 문자 받았음. 해지하려하니 어떻게 해야하는지?,2,스팸ARS차단플러스해지방법,퀵보이스해지방법,,T아이폰케어해지방법,멜론익스트리밍해지방법,
1074,1032,휴대폰 인증 번호가 안와서요,2,Btv인증번호설정방법,공동인증서등록방법,휴대폰인증서서비스,Btv셋톱박스인증번호확인방법,로밍중인증문자수신,Btv인증번호설정방법
1075,5703,네 고객센터 연락해볼께요,1,SK텔레콤고객센터운영시간,ONEstore고객센터,타통신사고객센터,제조사AS센터연락처,전화상담사연결,SK텔레콤고객센터운영시간
1076,4791,이중으로나가나요?,1,과납,부가사용금액,편의점요금납부,컬러링플러스2,TAll케어플러스2,분실파손2
1077,2272,터이터조회,2,T끼리데이터선물조르기방법,T끼리데이터선물하기연령,T끼리데이터선물하기대상,조회관련,가입정보조회,
1078,3485,결제서비스차단해제,2,휴대폰결제이용차단,자동휴대폰결제차단해제방법,휴대폰결제이용제한방법,차단해제관련,휴대폰결제이용제한해제방법,
1079,5403,그러면 다시 할인받으려면?,1,SK텔레콤할인혜택,,,선택약정할인제도재가입조건,,
1080,5410,쿠폰 사용했는데,1,T데이터쿠폰사용기간,T쿠폰구매방법,T데이터쿠폰등록방법,Btv쿠폰,T쿠폰,
1081,1833,제 요급납부서를 타인이 볼 수 있는건가요?,2,단말기자급제도,기초생활수급자복지할인제도,휴대폰긴급전화표시조치방법,요금수납내역확인방법,콘텐츠이용료구매내역확인방법,
1082,1528,잘못눌러서 통신비안심서비스에 가입되버렸는데 해지하고싶습니다,2,T안심보안신청방법,T안심보안,,T자녀안심해지방법,,
1083,3297,입금 어디로할가요,2,과납,세금계산서신청방법,세금계산서재발행방법,결제관련,편의점요금납부,
1084,681,요금 납부를 가상계좌 번호로 입금가능 할까요,2,세금계산서신청방법,세금계산서재발행방법,,채팅플러스계좌송금서비스,,
1085,2273,알림창 바꾸기,2,웹발신알림,요금제변경가능일알림서비스신청방법,,요금안내서변경방법,웹발신알림,요금제변경가능일알림서비스
1086,3225,발신자,2,발신번호확인서비스,발신번호표시,T_발신번호표시,발신번호관련,발신번호확인서비스,
1087,4179,V컬러링 상담입니다,2,V컬러링이용방법,V컬러링,V컬러링신청방법,V컬러링,V컬러링이용방법,V컬러링오류조치방법
1088,2704,인터넷차단,2,무선인터넷차단신청방법,무선인터넷차단,,차단관련,무선인터넷차단,데이터로밍차단시통화문자이용
1089,5561,정지기한을 좀 늘려주시는건안되실까요?,1,일시정지,,,분실정지수신기간연장방법,연장관련,
1090,3868,로밍사용방법,2,로밍통화요금,로밍중전화발신방법,로밍중휴대폰기능사용요금,로밍중LTE데이터이용방법,T로밍카드,
1091,919,문자발송관련,2,일500건SMS발송량제한,등기문자,문자메시지서비스,문자메시지서비스,메시지관련,MMS
1092,6538,유심 바꿔야 하나요?,1,USIM기기변경방법,USIM카드교품방법,USIM카드구매방법,USIM기변방법,로밍중USIM변경,USIM카드구매방법
1093,3254,선택재약정,2,선택약정할인제도만료문자발송시기,선택약정할인제도가입조건,선택약정할인제도재가입조건,선택약정할인제도재가입조건,,
1094,534,네트워크,2,모바일Btv앱,,,Btv네트워크오류조치방법,,
1095,4761,그때전화해서 납부할게요,1,부가사용금액,과납,편의점요금납부,단말기할부금중도납부방법,요금수납내역확인방법,결제관련
1096,3802,이번에 납부해야할 요금,2,요금부분납부방법,요금수납내역확인방법,편의점요금납부,단말기할부금중도납부방법,,
1097,5673,제가대리점가서낼게요,1,영업장위치확인,개통대리점조회방법,행복AS,휴대폰결제대행사연락처,개통대리점조회방법,제조사AS센터연락처
1098,5550,10월 11월 재발행했습니다,1,요금안내서재발행방법,,,유선요금안내서재발행방법,요금안내서재발행방법,
1099,3367,1년 재가입신청,2,이동전화가입제한,가입상담예약방법,이용계약증명서발급방법,선택약정할인제도재가입조건,,
1100,3710,문자수신이안되요,2,문자매니저,문자메시지서비스,SMS수신거부,SMS수신거부,휴대폰문자수발신실패조치방법,SMS수신거부신청방법
1101,885,선택약정 가입이 안되요,2,선택약정할인제도가입조건,선택약정할인제도가입불가요금제,선택약정할인제도할인반환금부과대상,선택약정할인제도가입불가요금제,선택약정할인제도가입조건,
1102,5830,넵 변경해주세요,1,문자스팸필터링,퀵보이스이용방법,스팸ARS차단플러스설정방법,휴대폰기기변경방법,Btv시스템설정방법,Btv화면음향설정방법
1103,4697,자꾸. 이상한전화가 와서요..,1,T전화음성으로전화하기,T전화스팸기능,T전화모드유지,전화관련,,
1104,3705,장기 가입 쿠폰이 뭐야,2,T데이터쿠폰등록방법,T데이터쿠폰사용기간,T데이터쿠폰등록기간,장기가입고객할인제도,유선장기일시정지,장기일시정지
1105,6325,그럼 지금 데이터 쿠폰 몇장있는건 가요?,1,T데이터쿠폰사용기간,T데이터쿠폰등록기간,T데이터쿠폰등록방법,Btv쿠폰,,
1106,1727,로그인서비스 해제좀해주세요.,2,로그인보호서비스해지방법,로그인보호서비스신청방법,로그인보호서비스,휴대폰간편로그인해지방법,로그인관련,휴대폰간편로그인
1107,3706,9월요금만,2,요금납부일확인방법,,,TTab9,,
1108,909,납부번호로 이체하면되나요?,2,요금수납내역확인방법,요금부분납부방법,편의점요금납부,자동납부번호확인방법,,
1109,4843,해당 고객센터에 확인하면 되나요?,1,타통신사고객센터,SK텔레콤고객센터운영시간,제조사AS센터연락처,제조사AS센터연락처,전화상담사연결,유선A/S방문일정
1110,623,선택역정 할인 동의,2,선택약정할인제도공제순서,선택약정할인제도가입조건,선택약정할인제도가입불가요금제,Btv선택,,
1111,3657,사용 내역,2,실시간요금상세내역,,,콘텐츠이용료구매내역확인방법,요금수납내역확인방법,애플콘텐츠이용료결제내역확인방법
1112,5307,별도로 로밍 신청않해도되나요?,1,로밍중전화발신방법,로밍중휴대폰기능사용요금,로밍통화요금,T로밍카드등록방법,,
1113,6625,그럼 13일까지 미납요금을 못내면 정지인거죠?,1,SKT미납센터연락처,미납이용정지,SKT해지미납센터연락처,미납이용정지,정지관련,
1114,895,요금제 몇만원 더 낸다고 지랄이야,2,과납,부가사용금액,요금부분납부방법,데이터추가사용방법,부가사용금액,
1115,4423,요금납부 전화번호  알고싶어요,2,요금수납내역확인방법,요금부분납부방법,기타요금,SKT미납센터연락처,,
1116,6180,고객센터로 해지신청 육선으로만 돼나요?,1,이동전화해지방법,자동납부해지방법,유선해지방법,유선해지방법,,
1117,5467,요금을 한달치만 먼저 납부 가능할까요,1,요금부분납부방법,부가사용금액,요금수납내역확인방법,통신과금선결제,통신과금선결제이용방법,
1118,5255,t올케어 해지하고 싶어서요,1,단말보험해지방법,단말보험가입방법,휴대폰보험보상신청방법,T아이폰케어해지방법,ZEM플러스웅진스마트올해지방법,오토콜해지방법
1119,4002,통화중 수신 전화 안내,2,통화중대기서비스,통화중대기서비스신청방법,T_통화중대기,휴대폰전화수신불가조치방법,,
1120,4982,그럼 번호를 정확하게 알려줘야되는데,1,태블릿번호확인방법,번호이동제도,휴대폰번호보호신청방법,단말기일련번호확인방법,T멤버십카드번호확인방법,태블릿번호확인방법
1121,4589,저 내일까지 미납요금 납부 가능한데요,1,SKT미납센터연락처,미납이용정지,,단말기할부금중도납부방법,SKT미납센터연락처,미납이용정지
1122,3072,로밍 자동개시형,2,로밍중전화발신방법,로밍중휴대폰기능사용요금,로밍중발신번호표시,휴대폰개통일확인방법,,
1123,6369,이것도 30일 등록해주세요,1,요금납부일확인방법,,,T데이터쿠폰등록기간,,
1124,783,함께쓰기 무료가능,2,Data함께쓰기신청방법,Data함께쓰기,가족나눔데이터나눠쓰기,Data함께쓰기,TTab함께쓰기공유요금제,5G함께쓰기프로모션
1125,3133,전화통화를 하는데 상대방이 내목소리가 안들린다하네요 제쪽에선 들리는데,2,휴대폰통화목소리작음조치방법,휴대폰통화목소리울림조치방법,휴대폰영상수발신불가조치방법,Btv소리묵음조치방법,음성관련,휴대폰통화목소리울림조치방법
1126,2088,미납요금 납부가능일 알려쥐,2,SKT미납센터연락처,미납이용정지,미납직권해지,요금납부일확인방법,,
1127,905,카드납부 부탁드립니다.,2,동일신용카드월5회수납제한,,,결제관련,단말기할부금중도납부방법,세금계산서신청방법
1128,3635,데이터 잔여량이 모야,2,최근사용량확인방법,,,baro요금제잔여량확인,baroBox잔여량조회,자녀데이터사용량조회방법
1129,474,티비 영화가  두번결제되어  문의합니다,2,T멤버십VIPPick영화예매방법,VIP요금제프로그램,,TAll케어플러스2,컬러링플러스2,분실파손2
1130,4198,연락처 다운로드,2,휴대폰결제대행사연락처,SK텔레콤고객센터운영시간,ONEstore고객센터,전화상담사연결,제조사AS센터연락처,
1131,3032,한도요금,2,휴대폰결제연체가산금,실시간요금상세내역,가산금,데이터통화료상한제도,법인휴대폰결제이용한도,애플콘텐츠이용료결제이용한도
1132,3638,휴대용 와파이 요금,2,Twifizone이용방법,Twifizone,휴대폰TWi-FiZone이용불가조치방법,Twifi렌탈이용요금,Twifi렌탈,T_GigaWiFi
1133,1002,자녀 통신요금 선택약정,2,요금약정할인제도,,,선택약정할인제도가입조건,,
1134,4546,해외인데 유료 전화인가요?,1,T로밍청구내역서,,,로밍통화요금,해외MMS서비스,해외SMS서비스
1135,4805,아 감사합니다. 혹시 이번에 낸 요금 중에 로밍 요금도 같이 나가졌나요?,1,로밍한사람간통화요금,로밍통화요금,로밍요금확인시점,데이터로밍요금,로밍요금확인시점,
1136,3959,한도금액보다높아 변경안됨,2,휴대폰결제연체가산금,,,데이터통화료상한제도,애플콘텐츠이용료결제이용한도,법인휴대폰결제이용한도
1137,2064,한달치 납부합니다 금액과 계좌주세요,2,부가사용금액,편의점요금납부,과납,요금수납내역확인방법,단말기할부금중도납부방법,
1138,1403,쿠폰 사용 이력,2,T데이터쿠폰사용기간,T데이터쿠폰등록방법,T데이터쿠폰등록기간,수납이력서재발행방법,T멤버십사용내역확인방법,개통이력단말기피해보상제도
1139,3877,전화 방해 금지 설정,2,착신금지서비스신청방법,고액정보이용료특이정지,착신금지서비스,차단관련,,
1140,5608,납부가능일때문에여,1,과납,부가사용금액,편의점요금납부,요금납부일확인방법,요금납부일변경방법,
1141,799,쿠폰 사용할래,2,T데이터쿠폰사용기간,T쿠폰구매방법,T데이터쿠폰등록방법,Btv쿠폰,T쿠폰,T쿠폰구매방법
1142,1372,"3일동안 로밍진행하고 싶은데, 가능할까요?",2,로밍한사람간통화요금,T로밍청구내역서,로밍통화요금,T로밍카드,,
1143,4532,데이터로밍허용해달라구하셨는데,1,데이터로밍요금,로밍중휴대폰기능사용요금,로밍수신요금,T로밍카드,데이터로밍요금,5G로밍서비스
1144,3399,쿠폰을 타인어게 선물을 할 수가 있나요.,2,데이터리필하기쿠폰유효기간,데이터리필하기선물받은리필쿠폰소멸,T데이터쿠폰잔액조회방법,T끼리데이터선물하기대상,T끼리데이터선물조르기방법,T끼리데이터선물하기알림
1145,2948,콘텐츠이용료 한도변경,2,콘텐츠이용료구매내역확인방법,구글Play스토어고객센터,휴대폰결제이용동의신청방법,애플콘텐츠이용료결제이용한도,데이터통화료상한제도,060정보료한도제
1146,2235,티전화 앱을 기존 전화 앱으로 변경하고 싶습니다,2,T전화아이폰,T전화설정방법,T전화모드유지,T전화설정방법,유선상품변경방법,
1147,1817,쓸데없는 문자가 자꾸만  와요,2,스팸문자,일500건SMS발송량제한,문자메시지서비스,휴대폰문자수발신실패조치방법,문자메시지서비스,메시지관련
1148,6186,내일 완납 해드릴게요.,1,요금부분납부방법,,,단말기할부금중도납부방법,,
1149,4343,지금사용,2,프리미엄패스1,,,퀵보이스신청방법,퀵보이스,퀵보이스차단서비스
1150,522,완납 하려고 합니다.,2,요금부분납부방법,요금수납내역확인방법,편의점요금납부,단말기할부금중도납부방법,,
1151,3354,누구 사전,2,NUGU서비스이용대상,NUGU서비스,NUGU서비스증권주가지수시세조회,NUGU서비스어학사전이용방법,NUGU서비스어학사전,
1152,531,로밍확인즘요...,2,로밍한사람간통화요금,로밍통화요금,로밍수신요금,T로밍카드내역확인,로밍요금확인시점,로밍통화내역열람
1153,5993,미납요금 납부가능일 등록하려고합니다,1,SKT미납센터연락처,미납이용정지,SKT해지미납센터연락처,요금납부일확인방법,,
1154,4395,부재중 전화가 안찍힙니다 방법을 알려주세요,2,통화중대기서비스,T_통화중대기,통화중대기서비스신청방법,T_부재중안내,,
1155,4860,이번호 드린 메일로 바꿔주실수있나요?,1,MMS,,,요금안내서변경방법,요금안내서발행유형자동변경해제방법,이메일상담
1156,2928,지금  롯데카드로  신청돼 있는지 궁금합니다,2,제휴카드할인,,,부가서비스가입내역확인방법,,
1157,3228,가입상품조정,2,가입상담예약방법,이동전화가입제한,Msafer서비스,요금제변경,유선상품변경방법,Btv사용자맞춤설정방법
1158,1225,데이터 몇 기가까지?,2,데이터추가사용방법,데이터통화료상한제도,,T_Giga인터넷,,
1159,825,선택약정 만기일 알고싶어,2,선택약정할인제도만료문자발송시기,선택약정할인제도가입조건,선택약정할인제도할인반환금부과대상,선택약정할인제도만료SMS발송시기,T데이터쿠폰사용기간,선택약정할인제도약정기간변경
1160,2569,타 통신사 이용고객도 t전화 사용 가능한가요,2,T전화이용방법,T전화아이폰,T전화설정방법,타사고객baroBox이용,인터넷TV가입(타사),T멤버십혜택(타사)
1161,827,미납요금납부가능일 말일로 해주실수있나요,2,SKT미납센터연락처,미납이용정지,SKT해지미납센터연락처,요금납부일확인방법,,
1162,4675,미납요금을 카드로 일부하고 현금으로 나머지처리될까요?,1,SKT미납센터연락처,미납이용정지,미납직권해지,과납,휴대폰결제연체가산금,단말기할부금중도납부방법
1163,4250,약정 신청하기,2,요금약정할인제도,,,데이터결합약정할인신청방법,가입상담예약방법,
1164,2774,"skt 유심을 새로 산 아이폰에 바꾸어 꼈더니 네트워크가 안잡히고, 서비스 없음이라고 떠요",2,USIM기기변경방법,USIM카드교품방법,USIM카드구매방법,로밍중USIM변경,USIM기변방법,
1165,508,11월 말일전까지 납부하겠습니다,2,요금납부일확인방법,과납,,단말기할부금중도납부방법,,
1166,5997,내일까지 완납이 힘들어서,1,부가사용금액,과납,편의점요금납부,단말기할부금중도납부방법,,
