query,n_rank1,n_rank2,n_rank3
전용 계좌,,,
따로 등록을해야하나요?,"('등록 관련', 0.496)","('각종업무구비서류', 0.45)","('PASS 신청 방법', 0.416)"
카드로 납부하겠습니다!,"('통신과금 선결제 이용 방법', 0.608)","('Sk pay 결제 방법', 0.526)","('OK캐쉬백 납부', 0.52)"
이번호말고 다른번호들 해지하려구요,"('번호 변경 방법', 0.555)","('넘버플러스2 해지 방법', 0.513)","('이동전화 해지 방법', 0.485)"
114문자로. 보내주실없나요 문자요금안내서 문자로요 제발행 말고,"('요금안내서 변경 방법', 0.405)",,
카톡으로 주세요,,,
미납요금 30일 납부예정,"('미납 이용정지', 0.523)","('요금 납부일 변경 방법', 0.509)","('요금 납부일 확인 방법', 0.493)"
감사합니다  그리고요 약정일이 얼마나 남아는지요,"('단말기 잔여 할부 조회 방법', 0.54)","('연장 관련', 0.46)","('일자별 잔여통화안내', 0.424)"
요금이 전달에비해 많이나왔어요,"('실시간 요금 상세 내역', 0.459)","('요금제문의', 0.411)","('데이터통화료 상한제도', 0.401)"
lte로사용가능한거죠?,"('5GX 스탠다드', 0.51)","('휴대폰 관련', 0.429)",
다른회선 선택약정 가입하고싶어요,"('선택약정 할인 중복 가입 가능 상품', 0.404)",,
문대혁 880713,"('0청년 89', 0.427)",,
맘대로 처리하십시오,,,
V이커러링을 취소할려구요,"('V 컬러링 해지 방법', 0.785)","('V 컬러링 오류 조치 방법', 0.493)","('T Ring 해지 방법', 0.492)"
명세서 받았는데요,"('요금 수납 내역 확인 방법', 0.557)","('요금안내서 변경 방법', 0.552)","('수납이력서 재발행 방법', 0.538)"
통화로는  못하나요,"('전화 상담사 연결', 0.554)","('mVoIP', 0.481)","('전화 관련', 0.478)"
지원금은 제꺼 말씀 하시는건가요,"('T지원금 약정', 0.686)","('공시지원금 확인 방법', 0.62)",
미납 금액관련해서 문의드립니다,"('SKT 미납센터 연락처', 0.664)","('과납', 0.608)","('미납 이용정지', 0.596)"
카드 재등록할수있을까요?,"('T멤버십 재발급 취소', 0.574)","('T멤버십 카드 발급 조건', 0.492)","('T쿠폰 등록 방법', 0.41)"
060도요,"('060비밀번호통화 서비스', 0.647)","('060정보료 한도제', 0.546)","('060발신차단 서비스', 0.518)"
문자 보내주세요,"('메시지 관련', 0.811)","('MMS', 0.622)","('문자메시지 서비스', 0.617)"
통화상담은 어디로 하나요?,"('전화 상담사 연결', 0.866)","('타 통신사 고객센터', 0.531)","('SK텔레콤 고객센터 운영 시간', 0.531)"
이번호로만 된거 알려주세요,,,
17날까지 납부 가능하나요,"('요금 납부일 확인 방법', 0.643)","('요금 납부일 변경 방법', 0.62)","('단말기 할부금 중도 납부 방법', 0.513)"
금액도 빼주세요,"('예상 해지 금액', 0.49)","('요금 부분 납부 방법', 0.426)",
알겠어요 문자 전용 계좌 하믄 되쥬,"('Tworld 문자 보내기 이용 방법', 0.546)","('메시지 관련', 0.443)","('문자매니저', 0.417)"
요금을 21일날 낼수있어서요,"('요금 납부일 변경 방법', 0.66)","('요금 납부일 확인 방법', 0.595)","('유선 요금 납부일 변경 방법', 0.402)"
미납요금과 가상계좌좀알려주세요,"('SKT 미납센터 연락처', 0.671)","('과납', 0.466)","('미납 이용정지', 0.463)"
건강하세요!,"('T건강습관 X AIA Vitality', 0.576)","('부가서비스 가입내역 확인 방법', 0.404)","('채티 서비스', 0.403)"
휴대폰요금만 미납된건가요?,"('SKT 미납센터 연락처', 0.616)","('미납 이용정지', 0.609)","('과납', 0.57)"
콘텐츠 이용요금은 무슨 요금?,"('콘텐츠 이용료 가능 대상', 0.572)","('애플 콘텐츠 이용료', 0.555)","('콘텐츠 이용료 구매내역 확인 방법', 0.498)"
사진 문자로 전송하면 요금 나옵니까,"('문자메시지 서비스', 0.434)","('메시지 관련', 0.417)",
해외라서 어디로,"('5G 로밍 가능 국가', 0.499)","('로밍 요금 확인 시점', 0.472)","('가족 로밍', 0.466)"
이걸 제가 가입을했나요?,"('부가서비스 가입내역 확인 방법', 0.562)","('Msafer 서비스', 0.502)","('이용계약 증명서 발급 방법', 0.469)"
소급 적용 가능한가요?,"('요금 납부일 확인 방법', 0.418)","('연장 관련', 0.417)",
지금 다시 오토레토가 해지 되었다고 하는데..확인이됩니까?,"('오토레터 해지 방법', 0.762)","('오토콜 해지 방법', 0.51)","('오토레터 신청 방법', 0.462)"
제 요금제가 flo 무료로 알고있는데요,"('FLO', 0.646)","('FLO 이용 방법', 0.526)","('요금제문의', 0.499)"
인터넷은 됩니다,"('인터넷 관련', 0.851)","('연결 관련', 0.553)","('통화품질 관련', 0.517)"
혹시 그걸 확인할려면 영업점에 전화를 해야하나요?,"('전화 상담사 연결', 0.54)","('SK텔레콤 고객센터 운영 시간', 0.54)","('영업장 위치 확인', 0.531)"
실시간으로 남은 데이터 잔여량을 알수있나요?,"('일자별 잔여통화안내', 0.683)","('최근 사용량 확인 방법', 0.581)","('T데이터 쿠폰 잔액 조회 방법', 0.547)"
이번달 요금서 팩스받으려구요,"('요금안내서 재발행 방법', 0.736)","('요금안내서 변경 방법', 0.677)","('수납이력서 재발행 방법', 0.655)"
문자로 연락이 오나요?,"('메시지 관련', 0.645)","('문자메시지 서비스', 0.625)","('등기문자', 0.587)"
저번에 메일로 수신 변경해두었습니다,"('T전화 작은 수신화면 모드', 0.469)","('요금안내서 발행유형 자동 변경 해제 방법', 0.431)",
이렇게.sk텔레콤에서 문자가 왔습니다,"('메시지 관련', 0.726)","('문자메시지 서비스', 0.689)","('등기문자', 0.609)"
제가 오늘 상담히신 상담사님이 계신데 전화연결 부탁드립니다,"('전화 상담사 연결', 0.716)","('SK텔레콤 고객센터 운영 시간', 0.522)","('상담사 칭찬 방법', 0.457)"
지금 35만원정도가 남았는데,"('단말기 잔여 할부 조회 방법', 0.577)","('해지 미환급금 조회 방법', 0.438)","('T쿠폰 잔액 조회 방법', 0.423)"
넵넵 그때까지 비용 다 내면 괜찮은건가요?!,"('퀵보이스', 0.588)","('ZEM', 0.496)","('ZEM플랜 요금제', 0.454)"
T 올케어파손F 취소하고 싶습니다,"('T 아이폰케어 해지 방법', 0.635)","('단말보험 해지 방법', 0.63)","('T All케어플러스3 파손F', 0.474)"
네 알겠습니다 해당번호 등록해주세요,"('등록 관련', 0.429)",,
아니요 금액만 알려주세요,"('요금제문의', 0.521)","('채티 서비스', 0.465)","('통화품질 관련', 0.447)"
주민번호 770219입니다,"('주민등록번호 정정', 0.566)","('T아이디', 0.454)",
"미납요금 납부가능일 11,30일 가능할가요?","('요금 납부일 확인 방법', 0.621)","('요금 납부일 변경 방법', 0.566)","('SKT 미납센터 연락처', 0.477)"
이게 10월이랑 같이 휴대폰결제금액에 포함되나해서요,"('요금 납부일 확인 방법', 0.475)","('결제 관련', 0.41)",
제 핸드폰에 로밍이 시작되었다는 문자가 안왔습니다..,"('로밍 문자 사용량 SMS', 0.491)","('로밍 문자 요금', 0.436)","('로밍 중 인증 문자 수신', 0.433)"
안녕하세요 부가서비스에 대해서 여쭤볼게 있어서 연락드렸습니다,"('부가서비스 가입내역 확인 방법', 0.612)","('부가통화', 0.537)","('채티 서비스', 0.497)"
저 방금 이번달금액 납부했는데요,"('요금 수납 내역 확인 방법', 0.701)","('요금 납부일 확인 방법', 0.556)","('수납이력서 재발행 방법', 0.55)"
납부가15일가능해서요,"('요금 납부일 변경 방법', 0.628)","('요금 납부일 확인 방법', 0.509)","('단말기 할부금 중도 납부 방법', 0.468)"
넵 변경해주세요,"('퀵보이스 신청 방법', 0.555)","('퀵보이스 해지 방법', 0.491)","('퀵보이스 이용 방법', 0.488)"
통화는 어려우니 미납팀에 전달부탁드립니다,"('SKT 미납센터 연락처', 0.837)","('SKT 해지 미납센터 연락처', 0.55)","('미납 이용정지', 0.464)"
삭제요청,"('이동전화 해지 방법', 0.593)","('T전화채티대화이력삭제', 0.546)","('T전화 탈퇴 및 서비스 미사용', 0.542)"
미납요금1120 입금 하겠습니다,"('과납', 0.437)","('SKT 미납센터 연락처', 0.418)","('미납 이용정지', 0.407)"
저 소액결제 한도를 높이고 싶은데용,"('애플 콘텐츠 이용료 결제 이용 한도', 0.497)","('법인 휴대폰 결제 이용 한도', 0.49)","('휴대폰 결제 이용 제한 방법', 0.448)"
한달후 해지했습니다,"('이동전화 해지 방법', 0.7)","('철회', 0.515)","('예상 해지 금액', 0.463)"
제 부가 서비스 부분촘 알려주세요,"('부가서비스 가입내역 확인 방법', 0.623)","('채티 서비스', 0.577)",
미납요금이 없어요 계속 문자가 와요,"('SKT 미납센터 연락처', 0.404)",,
그럼 저번달과 비교하면 무엇땜에 금액차이가 나는지요?,,,
같이 등록가능한지요?,"('결합 상품', 0.47)","('가족 관련', 0.42)",
해당 서비스해지해주세요,"('이동전화 해지 방법', 0.668)","('철회', 0.532)","('차단해제 관련', 0.516)"
3G충전 부탁드립니다,"('baro 3GB 충전', 0.591)","('팅 요금 충전 방법', 0.524)","('선불폰 충전 방법', 0.511)"
한도1만원으로변경 해주세요,,,
주소가 를 바꾸야 합니다 문자가 왔서 문의합니다,"('요금안내서 주소 변경 방법', 0.791)","('법인폰 청구지 주소 조회_변경 방법', 0.477)",
네.해지부탁합니다,"('이동전화 해지 방법', 0.801)","('퀵보이스 해지 방법', 0.615)","('철회', 0.601)"
소액결제한도가 남아있는데,"('애플 콘텐츠 이용료 결제 이용 한도', 0.417)","('휴대폰 결제 이용 제한 방법', 0.405)",
조금만시간주세요,"('SK텔레콤 고객센터 운영 시간', 0.585)","('채티 서비스', 0.452)","('ZEM', 0.435)"
자동 가입인가요?,"('Msafer 서비스', 0.509)","('부가서비스 가입내역 확인 방법', 0.502)","('등록 관련', 0.492)"
인터넷으론 안되는건가요?,"('인터넷 관련', 0.685)","('통화품질 관련', 0.48)","('유선 인터넷 접속 불가 조치 방법', 0.462)"
제가 월급이 15일인데,"('요금 납부일 변경 방법', 0.432)","('요금 납부일 확인 방법', 0.422)",
이번달청구금액중 부가사용내용을 알려주세요,"('부가 사용 금액', 0.684)","('요금 수납 내역 확인 방법', 0.625)","('부가서비스 가입내역 확인 방법', 0.492)"
제가 올해  이폰을 언제 구입했지요?,"('휴대폰 개통일 확인 방법', 0.735)","('요금 납부일 확인 방법', 0.521)","('단말기 일련번호 확인 방법', 0.474)"
만약 끊기고 11일날  9월분만,,,
저 지금 남아있는 미납요금 다음달 8일까지,"('SKT 미납센터 연락처', 0.617)","('미납 이용정지', 0.557)","('과납', 0.551)"
지금 제 상황에서는 문자를 확인 할 수 없어서요!,"('휴대폰 문자 수발신 실패 조치 방법', 0.645)","('문자매니저', 0.464)","('메시지 관련', 0.463)"
데이터 쿠폰이여^^,"('데이터 문의 관련', 0.615)","('T쿠폰', 0.595)","('T데이터 쿠폰 구매 방법', 0.559)"
미납고지서 언제 날아가나요?,"('가산금', 0.48)","('요금안내서 발행유형 자동 변경 해제 방법', 0.474)","('수납이력서 재발행 방법', 0.458)"
납부번호는 자동납부이에요,"('자동납부번호 확인 방법', 0.684)","('자동납부 해지 방법', 0.405)",
과금없이 데이터 요금제 모두 우선 해지해주시기 바랍니다.,"('데이터결합약정할인 해지 방법', 0.495)","('이동전화 해지 방법', 0.462)","('T데이터셰어링 해지 방법', 0.44)"
등록하려우요,"('등록 관련', 0.799)","('PASS 신청 방법', 0.597)","('퀵보이스 신청 방법', 0.492)"
내도 정지인건가요..?,"('정지 관련', 0.551)","('미납 이용정지', 0.449)",
통합한도는 설정할 수 없나요?,,,
선택약정이 이제 가입 되는걸로 확인했거든요,"('선택약정 할인제도 가입 조건', 0.59)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.525)","('선택약정 할인제도 만료 SMS 발송 시기', 0.482)"
납부 금액도 알려주시면 감사하겠습니다,"('요금 수납 내역 확인 방법', 0.783)","('요금 납부일 확인 방법', 0.521)","('수납이력서 재발행 방법', 0.484)"
미납요금이 몇월 요금인가요?,"('SKT 미납센터 연락처', 0.624)","('미납 이용정지', 0.582)","('가산금', 0.548)"
미등록 됩니다.,"('등록 관련', 0.586)","('개통 관련', 0.415)","('B tv 미가입 채널 조치 방법', 0.413)"
문자114로요,"('T전화 T114 이용 방법', 0.565)","('문자메시지 서비스', 0.515)","('문자매니저', 0.442)"
그럼 제가 오늘 납부한 비용은 이번달 할부비에서 제외한 나머지 금액을 입금한거죠??,"('단말기 할부금 중도 납부 방법', 0.687)","('요금 부분 납부 방법', 0.495)","('요금 수납 내역 확인 방법', 0.454)"
요 부분이 궁금한데요.,"('채티 서비스', 0.702)","('ZEM', 0.564)","('데이터 문의 관련', 0.563)"
급여일이 말일중이라 말일에 입금 원합니다,"('요금 납부일 변경 방법', 0.717)","('요금 납부일 확인 방법', 0.557)","('유선 요금 납부일 변경 방법', 0.433)"
10월이 정리가 안된건가요?,"('요금 납부일 확인 방법', 0.417)",,
안녕하세요 미납 요금 내역을 알고 싶습니다 ),"('SKT 미납센터 연락처', 0.683)","('미납 이용정지', 0.616)","('요금 수납 내역 확인 방법', 0.58)"
실시간33만 저것두 아닌거죠?,"('다이렉트5G 34', 0.484)","('T All케어플러스3', 0.42)",
해지좀 부탁드립니다. 990원짜리,"('이동전화 해지 방법', 0.612)","('철회', 0.47)","('예상 해지 금액', 0.468)"
제가 10일에 납뷰 가능하는데요 그러면 괜찮은 건가요?,"('요금 납부일 확인 방법', 0.469)",,
몇시간이상 이면  얼마가 추가 됩니까 ?,"('추가 관련', 0.542)",,
그럼 해지할 필요는 없고요,"('이동전화 해지 방법', 0.641)","('예상 해지 금액', 0.509)","('철회', 0.498)"
지난달 휴대전화요금 미납건으로 대화드립니다.,"('SKT 미납센터 연락처', 0.624)","('미납 이용정지', 0.579)","('과납', 0.55)"
미납요금이 지금,"('SKT 미납센터 연락처', 0.681)","('미납 이용정지', 0.67)","('가산금', 0.614)"
날짜를 미뤄주실수 없나요,"('요금 납부일 변경 방법', 0.637)","('연장 관련', 0.532)","('요금 납부일 확인 방법', 0.417)"
이것은 해지가능한지요,"('이동전화 해지 방법', 0.704)","('철회', 0.522)","('예상 해지 금액', 0.487)"
로밍을 10일부터,"('로밍 일시 허용', 0.57)","('가족 로밍', 0.468)","('미성년자 로밍', 0.442)"
일시납으로 안하고  카드별로 나눠서 납부해두 되나요?,"('요금 부분 납부 방법', 0.621)","('단말기 할부금 중도 납부 방법', 0.448)","('통신과금 선결제 이용 방법', 0.422)"
그러면 지금 취소 처리 된거죠?,"('철회', 0.622)","('이동전화 해지 방법', 0.467)","('퀵보이스 해지 방법', 0.452)"
저번달결제꺼요 미리 입금을 했어요,"('요금 수납 내역 확인 방법', 0.556)","('통신과금 선결제 이용 방법', 0.511)","('단말기 할부금 중도 납부 방법', 0.507)"
말로 상담하게요,"('전화 상담사 연결', 0.595)","('Foreign Language Service', 0.488)","('음성 관련', 0.469)"
내일부터 34개월 해외에 있는데,"('해외체류 장기일시정지', 0.431)",,
상담할래..,"('채티 서비스', 0.728)","('데이터 문의 관련', 0.537)","('전화 상담사 연결', 0.529)"
정기결제일이라 해지가 안되나요?,"('자동납부 해지 방법', 0.549)","('요금 납부일 변경 방법', 0.421)",
혹시 마납요금 납부가능일 다음달로 등록 가능한가요? 이미 기 납부를 많이 한 상태라서요,"('요금 납부일 변경 방법', 0.485)","('요금 납부일 확인 방법', 0.458)",
부가서비스 금액중,"('부가서비스 가입내역 확인 방법', 0.666)","('부가 사용 금액', 0.625)","('통신서비스 요금', 0.562)"
일딴 미납요금 한달치 납부 가능하지요?,"('과납', 0.535)","('미납 이용정지', 0.458)","('요금 납부일 확인 방법', 0.444)"
즉시 납부 하려합니다,"('단말기 할부금 중도 납부 방법', 0.617)","('통신과금 선결제 이용 방법', 0.493)","('요금 납부일 확인 방법', 0.449)"
주상현 871230,,,
부가사용요금이 무엇인지  왜 요금이 나가는지 알고 싶습니다,"('부가 사용 금액', 0.797)","('부가통화', 0.594)","('부가서비스 가입내역 확인 방법', 0.508)"
김호천  01037551267,,,
주민번호요?,"('주민등록번호 정정', 0.594)","('발신번호 관련', 0.573)","('다른 번호 문의', 0.474)"
요금납입 날짜 가몇 일인가 요?,"('요금 납부일 확인 방법', 0.921)","('요금 납부일 변경 방법', 0.679)","('휴대폰 개통일 확인 방법', 0.587)"
11월20일 납부가능,"('요금 납부일 확인 방법', 0.587)","('요금 납부일 변경 방법', 0.53)","('단말기 할부금 중도 납부 방법', 0.525)"
내 감사합니다,"('상담사 칭찬 방법', 0.526)","('채티 서비스', 0.477)",
업무가 아니야,"('SK텔레콤 고객센터 운영 시간', 0.453)","('채티 서비스', 0.442)",
통화량많아,"('부가통화', 0.408)",,
딱 요금 낼수 있어서요,"('요금제문의', 0.478)","('요금 부분 납부 방법', 0.42)","('요금 납부일 확인 방법', 0.414)"
다른상담사도 이거로 받는다고하는데 다그런거예요,,,
그럼 일단 이번달 납부일자는? 20일로,"('요금 납부일 확인 방법', 0.728)","('요금 납부일 변경 방법', 0.666)","('단말기 할부금 중도 납부 방법', 0.453)"
콘텐츠결제할때,"('콘텐츠 이용료 가능 대상', 0.597)","('콘텐츠 이용료 구매내역 확인 방법', 0.57)","('결제 관련', 0.517)"
비트박스이 번호로 전화 한번 내주세요.,,,
네 상담해주셔서 감사합니다,"('채티 서비스', 0.657)","('전화 상담사 연결', 0.466)","('공부 관련', 0.454)"
문자로주세요,"('메시지 관련', 0.744)","('MMS', 0.583)","('문자메시지 서비스', 0.575)"
선불요금9900원선불요금제로결제되서,"('통신과금 선결제', 0.511)","('분실안심990투플러스', 0.418)",
안녕하세요 제가 이번에 휴대폰 결제로 495000원이 결제되서 이거에 대해 여쭤보려고 문의드렸어요,"('0청년 49', 0.454)",,
폰으로 로밍을 한것같은데,"('로밍 중 휴대폰 기능 사용 요금', 0.575)","('미성년자 로밍', 0.534)","('5G 로밍 가능 휴대폰', 0.523)"
신용카드로해주세요,"('동일 신용카드 월 5회 수납 제한', 0.544)","('Sk pay 결제 방법', 0.53)","('통신과금 선결제 이용 방법', 0.466)"
데이터 차단을 풀어야되나요?,"('차단해제 관련', 0.659)","('데이터 로밍 차단 해지', 0.537)","('개별통화수신거부 해지 방법', 0.467)"
요금 언제나와여?,"('요금제문의', 0.607)","('요금 납부일 확인 방법', 0.54)","('실시간 요금 상세 내역', 0.505)"
아님 번호요?,"('다른 번호 문의', 0.657)","('발신번호 관련', 0.633)","('연결 관련', 0.517)"
11월 20일에 납부 가능합니다,"('요금 납부일 확인 방법', 0.565)","('단말기 할부금 중도 납부 방법', 0.554)","('요금 납부일 변경 방법', 0.503)"
기업으로 부탁드릴게요 참고하겠습니다,"('법인 고객센터', 0.536)","('법인폰 요금 안내서 신청_변경 방법', 0.421)",
최대늦은날짜가 몇일인가요,"('요금 납부일 확인 방법', 0.412)",,
오늘 해지 하라고 했습니다,"('이동전화 해지 방법', 0.765)","('예상 해지 금액', 0.532)","('철회', 0.511)"
30일 등록해주시면 어플확인후 납부하겠습니다,"('요금 납부일 변경 방법', 0.603)","('요금 납부일 확인 방법', 0.585)","('통신과금 선결제 이용 방법', 0.407)"
별도 표시가 안 되어도 T전화 전용 화면으로 바뀌면서 연결이 되었었어요.,"('T전화 모드 유지', 0.566)","('T전화 설정 방법', 0.502)","('T전화 이용 방법', 0.497)"
조건호490302,,,
혹시 최대한 늦게납부가능한날짜가 어떻게될까요??,"('요금 납부일 변경 방법', 0.75)","('요금 납부일 확인 방법', 0.636)","('유선 요금 납부일 변경 방법', 0.477)"
요금  내역문의,"('실시간 요금 상세 내역', 0.742)","('요금 수납 내역 확인 방법', 0.685)","('요금제문의', 0.546)"
070으로도 오고 010으로도 전화가 왔습니다,,,
vip멤버쉽안될수있나요,"('T멤버십 카드 발급 조건', 0.546)","('VIP 요금제 프로그램', 0.514)","('T멤버십 고객 등급 기준', 0.457)"
106일부터 사용한 구글요금 환불됐다고 문자가 왔었거든요,"('구글 Play 스토어 고객센터', 0.469)",,
20날까지 납부 가능하나요,"('요금 납부일 확인 방법', 0.611)","('요금 납부일 변경 방법', 0.588)","('단말기 할부금 중도 납부 방법', 0.485)"
15일 입금 할께요,"('단말기 할부금 중도 납부 방법', 0.538)","('요금 납부일 변경 방법', 0.502)","('요금 납부일 확인 방법', 0.469)"
혹시 저희 회사 사정이 있어서,"('법인 고객센터', 0.432)","('SK텔레콤 고객센터 운영 시간', 0.42)","('영업장 위치 확인', 0.409)"
상담사님께서 알아서선택해주세요,"('채티 서비스', 0.448)","('전화 상담사 연결', 0.431)","('SK텔레콤 고객센터 운영 시간', 0.421)"
10일에 입금하여도 정지되는건없나요,"('일시정지', 0.487)","('정지 관련', 0.471)","('미납 이용정지', 0.443)"
김강 680828,"('파손3 파손80', 0.448)",,
미납요금 납부가능일 15일로 해주실수있나요,"('요금 납부일 변경 방법', 0.647)","('요금 납부일 확인 방법', 0.562)","('SKT 미납센터 연락처', 0.411)"
정지가 되더라도 입금된게 확인되면 정지는 풀어주는 거죠?,"('정지 해제 관련', 0.454)","('정지 관련', 0.404)",
요금 청구서를 이메일로 받고 십습니다,"('요금안내서 변경 방법', 0.641)","('요금안내서 발행유형 자동 변경 해제 방법', 0.608)","('이메일 상담', 0.518)"
무조건 한달 기준인가요?,"('무조건 소리샘', 0.659)","('요금제문의', 0.446)","('데이터 문의 관련', 0.412)"
납부기일 등록하려구용 이유경  920716  입니다,"('요금 납부일 변경 방법', 0.469)","('요금 납부일 확인 방법', 0.468)","('법정대리인에게 미성년자 청구금액 SMS MMS 발송', 0.416)"
차하은 000504 혹시 미납요금 이번주 금요일까지 이틀 더 연장은 어려울까요?!,"('SKT 미납센터 연락처', 0.572)","('SKT 해지 미납센터 연락처', 0.456)","('미납 이용정지', 0.408)"
기본요금이 얼마죠 제가,"('요금제문의', 0.746)","('데이터통화료 상한제도', 0.489)","('베이직', 0.476)"
네 감사합니다 상담 종료하겠습니다,"('SK텔레콤 고객센터 운영 시간', 0.471)","('채티 서비스', 0.437)","('전화 상담사 연결', 0.414)"
우리은행으로.문자발송해주세요,,,
당월요금은 얼만가요?,"('요금제문의', 0.626)","('실시간 요금 상세 내역', 0.577)","('요금 납부일 확인 방법', 0.466)"
그리고 더이상결제 안되도록해주세요,"('휴대폰결제이용차단신청방법', 0.53)","('휴대폰 결제 취소 방법', 0.524)","('콘텐츠 이용료 결제 취소 방법', 0.453)"
네 다른 문자도 따로 오지 않았습니다,"('메시지 관련', 0.586)","('MMS', 0.513)","('스팸 문자', 0.476)"
파손보험혜택 말고는 우주패스는 쓰지도 않습니다,"('T우주패스', 0.598)","('T우주패스 해지 방법', 0.584)","('T우주패스 상품 신청 방법', 0.453)"
선택약정을  신청햇는데,"('선택약정 할인제도 가입 조건', 0.614)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.545)","('선택약정 할인 중복 가입 가능 상품', 0.495)"
금액을 전부 알려주세요,"('실시간 요금 상세 내역', 0.553)","('채티 서비스', 0.438)","('조회 관련', 0.43)"
114로 전화하면 해지되나여,"('이동전화 해지 방법', 0.626)","('SKT 해지 미납센터 연락처', 0.514)","('통화중대기 서비스 해지 방법', 0.437)"
10월 사용분(1일~31일) 요금 내역 메일로 받을 수 있을까요?,"('수납이력서 재발행 방법', 0.507)","('요금안내서 재발행 방법', 0.506)","('요금안내서 변경 방법', 0.437)"
전성주 700314,,,
500자 넘으면 글자가 안 써집니까.,"('T전화 글꼴 변경 방법', 0.439)","('일 500건 SMS 발송량 제한', 0.411)","('레터링 설정 방법', 0.41)"
고객센터가 또 별도인가요?,"('SK텔레콤 고객센터 운영 시간', 0.753)","('전화 상담사 연결', 0.672)","('제조사 AS 센터 연락처', 0.553)"
아 제가말한건 오늘까지 미납요금 납부인데,"('SKT 미납센터 연락처', 0.625)","('과납', 0.567)","('미납 이용정지', 0.538)"
11월 요금 까지 같이내도되는거예요?,"('요금 납부일 확인 방법', 0.435)",,
요금 밴킹 하게요,,,
미납요금을 15일날에 입금하면 안될까요?,"('요금 납부일 변경 방법', 0.562)","('요금 납부일 확인 방법', 0.493)","('단말기 할부금 중도 납부 방법', 0.473)"
11일이후 카드납부할게요,"('요금 납부일 변경 방법', 0.568)","('요금 납부일 확인 방법', 0.564)","('통신과금 선결제 이용 방법', 0.471)"
20일에 미납 요금 닙부하겠습니다.,"('과납', 0.444)","('요금 납부일 변경 방법', 0.44)","('SKT 미납센터 연락처', 0.431)"
혹시 납부일자를 조금 미룰수잇나요?..,"('요금 납부일 변경 방법', 0.814)","('요금 납부일 확인 방법', 0.559)","('유선 요금 납부일 변경 방법', 0.534)"
t all케어 서비스 해지 하려고합니다,"('단말보험 해지 방법', 0.731)","('T 아이폰케어 해지 방법', 0.591)","('T All케어플러스 포인트 서비스 해지 방법', 0.515)"
네 그전에입금할수도있구요,"('단말기 할부금 중도 납부 방법', 0.571)","('요금 납부일 확인 방법', 0.526)","('요금 납부일 변경 방법', 0.474)"
114에서 그런 내용으로 문자오니까 제입장에서는 혼동이 오네요,"('문자메시지 서비스', 0.469)",,
네114전화로해야될까요?,"('T전화 T114 이용 방법', 0.691)","('전화 상담사 연결', 0.409)","('T map 가이드 전화 발신 방법', 0.401)"
지난달부터 요금청구가 되었나요?,"('요금 납부일 확인 방법', 0.681)","('요금 수납 내역 확인 방법', 0.619)","('실시간 요금 상세 내역', 0.458)"
전화를 걸면 T전화로 이용이 되야 하는데,"('T전화 이용 방법', 0.716)","('T전화 모드 유지', 0.61)","('T전화', 0.594)"
말일까지 미납요금을 내도 될까요??,"('요금 납부일 확인 방법', 0.553)","('요금 납부일 변경 방법', 0.505)","('과납', 0.502)"
티비 하나 해지가능가해서요,"('유선 해지 방법', 0.773)","('B tv 월정액 해지 방법', 0.736)","('T플러스B인터넷 해지 방법', 0.482)"
15일내에 납부가능합니다,"('단말기 할부금 중도 납부 방법', 0.613)","('요금 납부일 변경 방법', 0.58)","('요금 납부일 확인 방법', 0.551)"
납부일자를 매달 20일로 해주세요,"('요금 납부일 변경 방법', 0.773)","('요금 납부일 확인 방법', 0.568)","('유선 요금 납부일 변경 방법', 0.502)"
납부일자 25일로,"('요금 납부일 확인 방법', 0.657)","('요금 납부일 변경 방법', 0.595)","('단말기 할부금 중도 납부 방법', 0.435)"
이유를 알아야 납부릉 하는데,"('요금 수납 내역 확인 방법', 0.504)","('요금 부분 납부 방법', 0.486)","('통신과금 선결제 이용 방법', 0.451)"
정지가 안되는 방법은 없을까요?,"('정지 관련', 0.663)","('정지 해제 관련', 0.587)","('일시정지', 0.469)"
음성 상담하려하는데요. 어떻게 ?,"('음성 관련', 0.633)","('T전화 음성으로 전화하기', 0.58)","('전화 상담사 연결', 0.521)"
부재중 전화 확인 안되요,"('T_부재중안내', 0.606)","('통화중대기 서비스', 0.416)",
제가 지금 경제적 상황 때문에 오늘 납부가 불가능할 것 같은데,"('단말기 할부금 중도 납부 방법', 0.497)","('자동납부 해지 방법', 0.492)","('요금 납부일 변경 방법', 0.425)"
미납요금중 앞달꺼를 10일날 납부할수있는데,"('요금 납부일 확인 방법', 0.536)","('요금 납부일 변경 방법', 0.524)","('가산금', 0.454)"
제 계좌에서 납부할께요,"('단말기 할부금 중도 납부 방법', 0.598)","('요금 부분 납부 방법', 0.585)","('요금 수납 내역 확인 방법', 0.523)"
이런 문자를 받아서요,"('메시지 관련', 0.75)","('MMS', 0.649)","('문자메시지 서비스', 0.621)"
11일에 납부예정인데 가능할까요?,"('요금 납부일 확인 방법', 0.574)","('요금 납부일 변경 방법', 0.542)","('단말기 할부금 중도 납부 방법', 0.525)"
21일까지 정지 해지가 가능할까요?,"('정지 해제 관련', 0.813)","('일시정지 해제 방법', 0.726)","('착신금지 서비스 해지 방법', 0.451)"
