query,n_rank1,n_rank2,n_rank3
해지 후 가입 해 주세요,"('이동전화 해지 방법', 0.506)","('정지 해제 관련', 0.411)",
핸드폰본인증으로는 안돼요,"('인증 관련', 0.641)","('공동인증서 등록 방법', 0.531)","('PASS 신청 방법', 0.483)"
혹시 미납요금을 17일에 납부 가능할까요?,"('SKT 미납센터 연락처', 0.627)","('요금 납부일 확인 방법', 0.593)","('요금 수납 내역 확인 방법', 0.563)"
무엏을 신청하라 합니다,"('퀵보이스 신청 방법', 0.937)","('퀵보이스', 0.495)","('T건강습관 X AIA Vitality 신청 방법', 0.479)"
네 알겠습니다 그렇게 알고 24일 전에 납부하겠습니다,"('요금 납부일 확인 방법', 0.635)","('요금 납부일 변경 방법', 0.584)","('단말기 할부금 중도 납부 방법', 0.557)"
20일쯤 납부 가능합니다,"('단말기 할부금 중도 납부 방법', 0.698)","('요금 납부일 확인 방법', 0.666)","('요금 수납 내역 확인 방법', 0.598)"
컬러링 10웡9일 신청햇고 100원으로 확인했어용,"('컬러링 서비스', 0.852)","('컬러링 서비스 설정 방법', 0.756)","('컬러링 서비스 신청 방법', 0.707)"
네 전에 쓰다가 중지한 번호를 다시 쓰고싶은데요,"('번호 변경 방법', 0.617)","('번호변경안내 서비스 연장 방법', 0.496)","('정지 해제 관련', 0.452)"
미납요금납부 가능일문의합니다,"('요금 수납 내역 확인 방법', 0.64)","('SKT 미납센터 연락처', 0.635)","('수납이력서 재발행 방법', 0.58)"
정지 언제되는지 알 수 있을까요?,"('정지 관련', 0.811)","('일시정지', 0.584)","('장기일시정지', 0.535)"
오늘 핸드폰결제일이아닌데 오늘 오전 10시58분에 9900원빠져나간건 무슨내역일까요?,"('과납', 0.535)","('요금 납부일 확인 방법', 0.489)","('휴대폰 결제 취소 방법', 0.471)"
"납부가능일 25일이후될까요,","('요금 납부일 확인 방법', 0.717)","('요금 납부일 변경 방법', 0.664)","('단말기 할부금 중도 납부 방법', 0.655)"
12월1일 입금,"('요금 납부일 확인 방법', 0.641)","('요금 납부일 변경 방법', 0.564)","('단말기 할부금 중도 납부 방법', 0.54)"
미납요금을 말일 입금하겠습니다,"('요금 납부일 확인 방법', 0.576)","('단말기 할부금 중도 납부 방법', 0.573)","('SKT 미납센터 연락처', 0.565)"
그때 또 가입해야하나요??,"('신규가입 구비서류', 0.473)","('추가 관련', 0.464)","('개통 관련', 0.457)"
할인요금문의,"('SK텔레콤 할인 혜택', 0.852)","('요금제문의', 0.635)","('ZEM플러스웅진스마트올 혜택', 0.439)"
미납납부일 혹시 22 일로 가능할까요??,"('요금 납부일 확인 방법', 0.762)","('요금 납부일 변경 방법', 0.702)","('SKT 미납센터 연락처', 0.51)"
기간1년 부탁합니다,,,
미납납부하기,"('SKT 미납센터 연락처', 0.772)","('과납', 0.619)","('요금 수납 내역 확인 방법', 0.551)"
성함안소민  주민등록번호140621,"('주민등록번호 정정', 0.482)",,
요금즉시결제 하고싶은대요,"('통신과금 선결제 이용 방법', 0.594)","('Sk pay 결제 방법', 0.511)","('단말기 할부금 중도 납부 방법', 0.502)"
이부분이 복잡해서 잘 이해가 안되었어요,"('채티 서비스', 0.542)","('조회 관련', 0.542)","('공부 관련', 0.47)"
미납요금 가능일이 원래 오늘 까지 엮는제,"('요금 납부일 확인 방법', 0.635)","('SKT 미납센터 연락처', 0.556)","('미납 이용정지', 0.517)"
저 청년요금제라서 50프로 할인 아닌까요??,"('0청년 49', 0.504)","('0청년 요금제', 0.468)","('0청년 59', 0.401)"
그럼  데이터 용량은 ???,"('데이터 문의 관련', 0.804)","('데이터 추가 사용 방법', 0.72)","('ZEM', 0.509)"
그러면 혹시 제일 앞달것만 우선 납부 가능할까요?,"('요금 부분 납부 방법', 0.621)","('요금 납부일 변경 방법', 0.565)","('요금 납부일 확인 방법', 0.51)"
이달 총 납부금액포함도 부탁드립니다,"('요금 수납 내역 확인 방법', 0.593)","('실시간 요금 상세 내역', 0.578)","('요금 납부일 확인 방법', 0.482)"
통화 할수 있게 해주세요,"('전화 상담사 연결', 0.733)","('통화중대기 서비스 신청 방법', 0.509)","('전화 관련', 0.46)"
문자말고 제발행  자세히볼 수 잇는걸로 보내주세요,,,
안녕하새요 납부가능일 입력이요,"('요금 납부일 확인 방법', 0.846)","('요금 납부일 변경 방법', 0.778)","('요금 수납 내역 확인 방법', 0.485)"
제번호가,"('발신번호 관련', 0.696)","('내 휴대폰 기종 확인', 0.488)","('비밀번호 관련', 0.48)"
해외 주식요금,"('주식 관련', 0.574)","('주식 서비스', 0.466)","('데이터 로밍 요금', 0.435)"
앱으로 하려니 공동인증서 필요하다고 나와서요,"('공동인증서 등록 방법', 0.882)","('휴대폰인증서서비스', 0.639)","('인증 관련', 0.573)"
미납요금 관련해서,"('SKT 미납센터 연락처', 0.794)","('미납 이용정지', 0.691)","('가산금', 0.69)"
미납 요금을 내일 납부예정인데,"('요금 납부일 확인 방법', 0.593)","('SKT 미납센터 연락처', 0.561)","('요금 납부일 변경 방법', 0.541)"
이 달안에 납부하겠습니다! 감사합니다,"('요금 수납 내역 확인 방법', 0.655)","('단말기 할부금 중도 납부 방법', 0.636)","('요금 납부일 확인 방법', 0.605)"
이번주 일요일까지납부할게요,"('요금 납부일 확인 방법', 0.625)","('요금 납부일 변경 방법', 0.614)","('단말기 할부금 중도 납부 방법', 0.601)"
선택약정여장가능한가요,"('선택약정 할인제도 가입 조건', 0.679)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.548)","('선택약정 할인 중복 가입 가능 상품', 0.531)"
이걸 해지 할 순 없나요?,"('이동전화 해지 방법', 0.844)","('퀵보이스 해지 방법', 0.637)","('철회', 0.597)"
이번달에 2달치 납부예정인데 미룰순없을까요?,"('요금 납부일 변경 방법', 0.699)","('요금 납부일 확인 방법', 0.563)","('단말기 할부금 중도 납부 방법', 0.501)"
27일 납부가능할까요?,"('단말기 할부금 중도 납부 방법', 0.682)","('요금 납부일 확인 방법', 0.656)","('요금 수납 내역 확인 방법', 0.599)"
미납요금중 1개월치만 납부 가능한가요?,"('요금 부분 납부 방법', 0.624)","('단말기 할부금 중도 납부 방법', 0.567)","('SKT 미납센터 연락처', 0.542)"
문자바로보내주세요,"('Tworld 문자 보내기 이용 방법', 0.519)","('메시지 관련', 0.463)","('제조사 AS 센터 연락처', 0.46)"
무조건내일정지가되는건가요.,"('무조건 소리샘', 0.524)","('정지 관련', 0.477)","('미납 이용정지', 0.407)"
상담원분도 좋은하루보내세요,"('상담사 칭찬 방법', 0.487)","('SK텔레콤 고객센터 운영 시간', 0.447)",
이번주까지는 납부가능한대 정지해제 안돼죠,"('정지 해제 관련', 0.673)","('일시정지 해제 방법', 0.545)","('차단해제 관련', 0.503)"
간편로그 서비스안내 이런문자가왔어요,"('휴대폰간편로그인', 0.734)","('로그인 관련', 0.509)","('휴대폰 간편 로그인 신청 방법', 0.449)"
계좌번호는잇네요,"('자동납부번호 확인 방법', 0.564)","('요금 수납 내역 확인 방법', 0.431)","('조회 관련', 0.421)"
말로  상담,"('전화 상담사 연결', 0.692)","('음성 관련', 0.464)","('SK텔레콤 고객센터 운영 시간', 0.463)"
그럼 삭제는 어떻게 하나요?,"('이동전화 해지 방법', 0.636)","('퀵보이스 해지 방법', 0.607)","('T전화채티대화이력삭제', 0.6)"
요금할인제종료가궁금,"('SK텔레콤 할인 혜택', 0.488)","('선택약정 할인제도 만료 SMS 발송 시기', 0.415)",
그럼 해지 부탁합니다,"('이동전화 해지 방법', 0.87)","('퀵보이스 해지 방법', 0.649)","('철회', 0.642)"
전화하면되는거죠?,"('전화 상담사 연결', 0.683)","('제조사 AS 센터 연락처', 0.53)","('퀵보이스 이용 방법', 0.49)"
구글콘텐츠는 뭐죠?,"('구글 Play 스토어 고객센터', 0.583)","('SK텔레콤 유튜브', 0.512)","('게임 관련', 0.474)"
납부가능한일자알슨있을까요?,"('요금 납부일 확인 방법', 0.71)","('요금 납부일 변경 방법', 0.626)","('요금 수납 내역 확인 방법', 0.401)"
안내받고 해지하는거예요,"('이동전화 해지 방법', 0.824)","('퀵보이스 해지 방법', 0.642)","('철회', 0.612)"
와이파이 말고는 안됩니다,"('인터넷 관련', 0.543)","('SK 유무선 공유기 Wi-Fi 접속 불가 조치 방법', 0.54)","('T wifi zone 이용 방법', 0.52)"
가족이가지고있는데이터를 같이 나눠쓸수있는게 아니구요??,"('Tworld 회선 관리', 0.566)","('T가족모아 데이터 공유 방법', 0.515)",
미납요금 가상계좌 받고 싶습니다,"('SKT 미납센터 연락처', 0.562)","('단말기 할부금 중도 납부 방법', 0.477)","('수납이력서 재발행 방법', 0.467)"
넹  혹시  미납요금이  있을까요?,"('SKT 미납센터 연락처', 0.739)","('요금 수납 내역 확인 방법', 0.629)","('미납 이용정지', 0.618)"
최대날짜가15일로 나와서 등록하긴했는데24일이 노인일자리 급여가나오는날이라성요,,,
상담 부탁드릴게요,"('채티 서비스', 0.699)","('데이터 문의 관련', 0.537)","('전화 상담사 연결', 0.521)"
감사합니다 좋은하루 되세요,"('SK텔레콤 고객센터 운영 시간', 0.455)","('메시지 관련', 0.42)",
납부등록일 이번달 10일이후에 가능할거같아요 한정화 921201 본인 입니당,"('수납이력서 재발행 방법', 0.504)","('요금 수납 내역 확인 방법', 0.462)","('요금 납부일 확인 방법', 0.461)"
해제가 가능할까요?,"('차단해제 관련', 0.712)","('정지 해제 관련', 0.657)","('제조사 AS 센터 연락처', 0.617)"
조금전 국제전화를 모르고 2톰 받았는데,"('국제전화 알림 Biz 레터링', 0.425)","('국제전화 청구 주기', 0.417)","('로밍 통화 요금 발생 시점', 0.408)"
혹시 오늘 못내면 내일 바로 정지되는걸까요?,"('미납 이용정지', 0.655)","('가산금', 0.586)","('정지 관련', 0.49)"
아니요 카드납부합니다,"('Sk pay 결제 방법', 0.525)","('T로밍 카드 결제 수단', 0.511)","('통신과금 선결제 이용 방법', 0.508)"
해지  할깨요,"('이동전화 해지 방법', 0.898)","('철회', 0.626)","('퀵보이스 해지 방법', 0.559)"
요금이 너무많이 나와서여,"('요금제문의', 0.702)","('SK텔레콤 할인 혜택', 0.525)","('가산금', 0.475)"
미납요금일,"('SKT 미납센터 연락처', 0.704)","('요금 납부일 확인 방법', 0.649)","('미납 이용정지', 0.634)"
티에서 오늘 해당 서비스를 해지하였습니다,"('T Ring 해지 방법', 0.646)","('T전화 탈퇴 및 서비스 미사용', 0.62)","('퀵보이스 해지 방법', 0.539)"
미납요금 날짜를  좀 미루고 싶었어요,"('SKT 미납센터 연락처', 0.606)","('자동납부 해지 방법', 0.553)","('요금 납부일 변경 방법', 0.542)"
혹시 신청하면 지난것도 소급이 되나요?,"('연장 관련', 0.433)",,
부가 사용료   간편 이용 빼고 해지 해 주세요,"('휴대폰간편로그인 해지 방법', 0.687)","('T전화 탈퇴 및 서비스 미사용', 0.463)","('PASS 건강지키미 해지 방법', 0.415)"
휴대폰요금 11월 25일,"('요금 납부일 확인 방법', 0.488)","('실시간 요금 상세 내역', 0.403)",
오토레토 자동가입이 되어 월 3.300원,"('오토레터', 0.627)","('오토콜', 0.526)","('오토레터 신청 방법', 0.516)"
로밍요금 포함인가요?,"('로밍 요금 확인 시점', 0.705)","('데이터 로밍 요금', 0.652)","('로밍 통화 요금', 0.576)"
하나은행입니다. 감사합니다~,"('NUGU 서비스 하나은행 금융 기능', 0.512)","('채티 서비스', 0.427)","('A.', 0.409)"
그래서 16일에 완납하려구요,"('단말기 할부금 중도 납부 방법', 0.714)","('요금 납부일 확인 방법', 0.599)","('요금 납부일 변경 방법', 0.548)"
그럼 번호를 정확하게 알려줘야되는데,"('넘버플러스2 번호 확인 방법', 0.596)","('단말기 일련번호 확인 방법', 0.595)","('번호변경안내 서비스', 0.55)"
혹시 날짜 다가와서,"('요금 납부일 확인 방법', 0.535)","('요금 납부일 변경 방법', 0.515)","('휴대폰 개통일 확인 방법', 0.494)"
"미납 요금 납부시 , 주로 통화연결후 하고 있는데","('SKT 미납센터 연락처', 0.685)","('요금 수납 내역 확인 방법', 0.51)","('미납 이용정지', 0.503)"
해지후 신청 하면 되나요?,"('이동전화 해지 방법', 0.545)","('정지 해제 관련', 0.431)",
지금 해지가 가능할까요?,"('이동전화 해지 방법', 0.882)","('철회', 0.653)","('퀵보이스 해지 방법', 0.613)"
해당영업장은 어느 영업장을 말씀하시나요?,"('영업장 위치 확인', 0.757)","('개통 대리점 조회 방법', 0.499)","('채티 서비스', 0.405)"
선택약정 연장신청,"('선택약정 할인제도 재가입 조건', 0.469)","('선택약정 할인제도 약정 기간 변경', 0.464)",
10일 미납요금으로 문의 드립니다,"('미납 이용정지', 0.54)","('요금 납부일 확인 방법', 0.535)","('가산금', 0.534)"
부가서비스가 뭔가요?,"('부가서비스 가입내역 확인 방법', 0.612)","('부가 사용 금액', 0.556)","('부가통화', 0.531)"
문자넣어주세요,"('메시지 관련', 0.733)","('제조사 AS 센터 연락처', 0.627)","('Tworld 문자 보내기 이용 방법', 0.55)"
바로24gb  구입해서 남 미 여행,"('baro 24GB', 0.546)","('T Tab 24', 0.407)",
납부가능일 연락,"('요금 납부일 확인 방법', 0.845)","('요금 납부일 변경 방법', 0.743)","('요금 수납 내역 확인 방법', 0.55)"
통화할께요,"('전화 상담사 연결', 0.878)","('SK텔레콤 고객센터 운영 시간', 0.569)","('전화 관련', 0.532)"
안녕하세요 납부 가능일 등록부탁드려요,"('요금 납부일 확인 방법', 0.723)","('요금 납부일 변경 방법', 0.648)","('수납이력서 재발행 방법', 0.57)"
다른번호도 똑같이 해주세요,"('번호 변경 방법', 0.594)","('다른 번호 문의', 0.555)","('발신번호 관련', 0.529)"
요금입금계좌번호 부탁드립니다,"('자동납부번호 확인 방법', 0.558)","('단말기 할부금 중도 납부 방법', 0.513)","('요금 수납 내역 확인 방법', 0.49)"
오늘 민팃으로 중고폰을 팔고 선결제를 했는데요~이부분 한부원긍으로 바꿀수 있는지요?,,,
정지를 미룰수 있는 방법이 있을까요?,"('정지 관련', 0.768)","('정지 해제 관련', 0.616)","('일시정지', 0.455)"
임헌범 730222,"('다른 번호 문의', 0.408)",,
안테나도 안떠요,"('통화품질 관련', 0.822)","('휴대폰 안테나 불안정 조치 방법', 0.745)","('고장 실패 관련', 0.687)"
네 저도 근무중이라 가급적 빨리 처리해주시면 고맙겠습니다,"('SK텔레콤 고객센터 운영 시간', 0.53)","('각종업무구비서류', 0.461)","('고장 실패 관련', 0.424)"
넹 그거 라도 일단해지해주세요,"('이동전화 해지 방법', 0.69)","('정지 해제 관련', 0.63)","('퀵보이스 해지 방법', 0.597)"
지금도 가능 한가요 연락 주신다고 했느데 연락이 없었어요,"('전화 상담사 연결', 0.659)","('SK텔레콤 고객센터 운영 시간', 0.511)","('제조사 AS 센터 연락처', 0.47)"
데이터통화료가자꾸 청구되는데요,"('데이터통화료 상한제도', 0.663)","('T끼리 데이터 선물하기 비용', 0.596)","('요금제문의', 0.496)"
정지새벽4시에서 12시까지 미룰수있을까요?,"('요금 납부일 변경 방법', 0.436)","('일시정지 해제 방법', 0.429)",
혹시 미납요금 얼마나 남앗나요??,"('SKT 미납센터 연락처', 0.636)","('미납 이용정지', 0.553)","('요금 수납 내역 확인 방법', 0.537)"
국제전화로,"('국제전화 알림 Biz 레터링', 0.662)","('T전화 baro', 0.56)","('국제전화 사업자 선택', 0.544)"
로밍중인데 실시간 요금 알고싶어요!,"('로밍 요금 확인 시점', 0.853)","('데이터 로밍 요금', 0.516)","('로밍 통화 요금', 0.479)"
그 114로 요금확인하면 14만원대로 나오고 채티로 확인하면 18만대로 나오는데,"('채티 서비스', 0.612)","('실시간 요금 상세 내역', 0.484)","('조회 관련', 0.449)"
신한카드와,"('제휴카드 할인', 0.654)","('T멤버십 가맹점 및 사용 방법', 0.46)",
제가 내는 내역서가 금액이 달라졌는데,"('수납이력서 재발행 방법', 0.612)","('요금안내서 재발행 방법', 0.574)","('요금안내서 변경 방법', 0.528)"
사실 필요없는 부가서비스를 가지고있었네요,"('부가서비스 가입내역 확인 방법', 0.601)","('추가 관련', 0.451)","('부가 사용 금액', 0.446)"
이거 쿠폰쓰려는건데,"('T쿠폰 구매 방법', 0.595)","('T쿠폰 등록 방법', 0.54)","('T데이터 쿠폰 등록 방법', 0.494)"
이번달 25일에 납부 가능합니다.,"('단말기 할부금 중도 납부 방법', 0.692)","('요금 납부일 확인 방법', 0.657)","('요금 납부일 변경 방법', 0.601)"
11월 11일 이후 선택약정 가입하고,"('선택약정 할인제도 가입 조건', 0.587)","('선택약정 할인제도 공제 순서', 0.53)","('선택약정 할인 중복 가입 가능 상품', 0.497)"
태블릿에 유심꼽으니 안되네요..,"('USIM기변 방법', 0.631)","('USIM 카드 교품 방법', 0.544)","('휴대폰 데이터 접속 불가 조치 방법', 0.524)"
월급날이 20일이여서요,"('요금 납부일 변경 방법', 0.619)","('요금 납부일 확인 방법', 0.616)",
네... 일단 납부계좌 금액좀 알려주세요,"('요금 수납 내역 확인 방법', 0.685)","('요금 납부일 확인 방법', 0.596)","('자동납부번호 확인 방법', 0.526)"
상담사와통화를요구합니다,"('전화 상담사 연결', 0.897)","('SK텔레콤 고객센터 운영 시간', 0.574)","('전화 관련', 0.405)"
baro로 해주세요,"('T전화 baro 이용 방법', 0.763)","('T전화 baro', 0.717)","('Foreign Language Service', 0.55)"
미납요금17일까지 내겠습니다,"('SKT 미납센터 연락처', 0.621)","('단말기 할부금 중도 납부 방법', 0.567)","('요금 납부일 확인 방법', 0.549)"
그럼 제가 알기론 임시정지 해재는 두번으로 알고있는데요 맞을까여?,"('정지 해제 관련', 0.626)","('일시정지 해제 방법', 0.611)","('정지 관련', 0.448)"
부가세 이용금액이 있던데 그게 뭘까요?,"('세금계산서 신청 방법', 0.489)","('부가 사용 금액', 0.472)","('현금영수증 발행 업무', 0.448)"
해지는 114로 가능 한지요?,"('이동전화 해지 방법', 0.888)","('철회', 0.633)","('퀵보이스 해지 방법', 0.598)"
혹시 올케어 플러스는,"('T All케어플러스', 0.932)","('T All케어플러스2', 0.534)","('콜키퍼 플러스', 0.502)"
다음달에 정지 되나요?,"('정지 관련', 0.874)","('정지 해제 관련', 0.58)","('일시정지', 0.526)"
이민정  790625,,,
콘텐츠 결제가 안되는데,"('콘텐츠 이용료 결제 취소 방법', 0.602)","('구글 Play 스토어 고객센터', 0.592)","('휴대폰결제이용차단신청방법', 0.514)"
다름이 아니라 T ALL케어플러스2 파손F 부가서비스해지하고싶어요,"('T All케어플러스3 파손F', 0.624)","('T All케어플러스 포인트 서비스 해지 방법', 0.616)","('T All케어플러스2 파손 40', 0.596)"
핸드폰 파손으로인해 임대 폰   할려고 합니다  임대 가능한지요?,"('임대 제도', 0.834)","('임대 신청 방법', 0.781)","('중고 기기변경 방법', 0.525)"
내일까지 납부가능할거같은데,"('단말기 할부금 중도 납부 방법', 0.686)","('요금 납부일 확인 방법', 0.669)","('요금 수납 내역 확인 방법', 0.603)"
"11월6일 미납요금 164,030원을 전용계좌로 입금했었는데요","('요금 수납 내역 확인 방법', 0.638)","('SKT 미납센터 연락처', 0.625)","('수납이력서 재발행 방법', 0.539)"
네 미납 요금이 발생해서 이유를 모르겠네요,"('SKT 미납센터 연락처', 0.744)","('과납', 0.685)","('가산금', 0.646)"
9월달 요금까지 요금납부가 밀렸던거면,"('요금 수납 내역 확인 방법', 0.537)","('과납', 0.536)","('요금 납부일 확인 방법', 0.529)"
긍게 300붑부가전화를 말한다고요,"('채티 서비스', 0.65)","('퀵보이스', 0.584)","('ZEM플러스웅진스마트올', 0.549)"
요금이 갑자기 많아진 이유가 알고싶어요.,"('요금제문의', 0.581)","('SK텔레콤 할인 혜택', 0.489)","('실시간 요금 상세 내역', 0.488)"
혹시 정지일을 10일 새벽 4시가아니라 오후 10시까지로 변경할수있나요?,"('일시정지 해제 방법', 0.582)","('정지 해제 관련', 0.549)","('정지 관련', 0.487)"
핸드폰 결제 한도 물어볼려고 하는데요,"('법인 휴대폰 결제 이용 한도', 0.669)","('애플 콘텐츠 이용료 결제 이용 한도', 0.658)","('060정보료 한도제', 0.594)"
전액납부가 어려워서 한달분만일단 부탁드린겁니다,"('요금 부분 납부 방법', 0.712)","('단말기 할부금 중도 납부 방법', 0.565)","('통신과금 선결제 이용 방법', 0.452)"
미납요금 10일안에 결제가능합니다,"('SKT 미납센터 연락처', 0.606)","('단말기 할부금 중도 납부 방법', 0.603)","('미납 이용정지', 0.53)"
월급이 13일 이라서 13일 결제 부탁드려두 되는지 요,"('요금 납부일 변경 방법', 0.695)","('요금 납부일 확인 방법', 0.575)","('통신과금 선결제 이용 방법', 0.47)"
통합된번호,"('통합청구서', 0.652)","('결합 상품', 0.491)","('New온가족플랜', 0.448)"
미납요금도 여기서 납부가능한데,"('SKT 미납센터 연락처', 0.721)","('과납', 0.587)","('요금 수납 내역 확인 방법', 0.582)"
통화했으면 하는데요,"('전화 상담사 연결', 0.815)","('SK텔레콤 고객센터 운영 시간', 0.481)","('채티 서비스', 0.448)"
혹시 1개월치라도 납부불가능할까요??!!,"('요금 수납 내역 확인 방법', 0.618)","('단말기 할부금 중도 납부 방법', 0.59)","('요금 부분 납부 방법', 0.588)"
20일 정도 납부가능할거같습니다,"('단말기 할부금 중도 납부 방법', 0.67)","('요금 납부일 확인 방법', 0.61)","('요금 수납 내역 확인 방법', 0.551)"
석주연 690211,"('채티 서비스', 0.42)",,
발신이 되야 요금을 내줘,"('요금 납부일 확인 방법', 0.539)","('요금 수납 내역 확인 방법', 0.478)","('발신금지 서비스', 0.421)"
총요금 이?,"('실시간 요금 상세 내역', 0.587)","('요금제문의', 0.472)",
이전 미납금 약 27만원을 먼저 납부할시 정지를 면제받을수도 있나요?,"('미납 이용정지', 0.59)","('미납 직권해지', 0.533)","('자동납부 해지 방법', 0.428)"
넵.요금내습니다,"('퀵보이스', 0.672)","('ZEM', 0.558)","('ZEM플러스웅진스마트올 혜택', 0.53)"
요금내용문의,"('요금제문의', 0.796)","('SK텔레콤 할인 혜택', 0.608)","('실시간 요금 상세 내역', 0.557)"
몇시까지 입금해야 하나요?,"('단말기 할부금 중도 납부 방법', 0.6)","('요금 납부일 확인 방법', 0.597)","('요금 납부일 변경 방법', 0.575)"
다시 해 보니  이제 해지신청 취소가 뜨네요.  확인해 주셔서 감사합니다.,"('철회', 0.697)","('이동전화 해지 방법', 0.695)","('정지 해제 관련', 0.601)"
혹시 여기서 상담 가능한가요?,"('전화 상담사 연결', 0.693)","('채티 서비스', 0.62)","('SK텔레콤 고객센터 운영 시간', 0.474)"
미국 사이판입니다.,"('T괌사이판 옵션 변경', 0.526)","('T괌사이판 요금제 잔여량 확인', 0.506)",
날짜가,"('요금 납부일 확인 방법', 0.566)","('휴대폰 개통일 확인 방법', 0.555)","('제조사 AS 센터 연락처', 0.51)"
납부일 30일로 했는데 왜또 문자가 오나요,"('요금 납부일 확인 방법', 0.704)","('요금 납부일 변경 방법', 0.647)","('요금안내서 재발행 방법', 0.467)"
17일입금가능합니다,"('단말기 할부금 중도 납부 방법', 0.597)","('요금 납부일 확인 방법', 0.495)","('요금 납부일 변경 방법', 0.467)"
말일전으로 입금 하겠습니다,"('요금 납부일 확인 방법', 0.69)","('요금 납부일 변경 방법', 0.673)","('단말기 할부금 중도 납부 방법', 0.591)"
현재 사용 중인 핸드폰 바꾸지 않고 계속 사용할건데 요금할인 제도 연장해서 사용 그냥 하면될까요?,"('연장 관련', 0.597)","('선택약정 할인제도 승계 조건', 0.468)","('장기가입고객 할인제도', 0.468)"
부가서비스는. 무슨요금이죠?,"('부가서비스 가입내역 확인 방법', 0.634)","('부가 사용 금액', 0.56)","('부가통화', 0.54)"
해지가능한것만 해지해주세요,"('이동전화 해지 방법', 0.841)","('철회', 0.581)","('단말보험 해지 방법', 0.561)"
이번달말일까지 납부가 가능한데 조정 할수있을까요?,"('요금 납부일 변경 방법', 0.737)","('단말기 할부금 중도 납부 방법', 0.527)","('요금 납부일 확인 방법', 0.524)"
13일까지 못내면 정지인가요?,"('미납 이용정지', 0.727)","('정지 관련', 0.626)","('가산금', 0.544)"
월욜납부했는데  어제도오늘도,"('요금 납부일 확인 방법', 0.649)","('요금 납부일 변경 방법', 0.559)","('과납', 0.495)"
미납요금 납부계좌 다시 안내 가능한가요?,"('SKT 미납센터 연락처', 0.626)","('수납이력서 재발행 방법', 0.577)","('요금 수납 내역 확인 방법', 0.533)"
사정상 한달간만 사용하고 정지한다고 통화상 신청했는데 머때문에 정지한다고 저나로해야합니까?,"('정지 해제 관련', 0.542)","('정지 관련', 0.455)","('일시정지 해제 방법', 0.444)"
상담사랑통화해도 힘든가요,"('전화 상담사 연결', 0.56)","('상담사 칭찬 방법', 0.442)",
최대 월 2GB인가요? 다른 번호로도 선물할 수 있나요?,"('T끼리 데이터 선물하기 대상', 0.661)","('T끼리 데이터 선물하기 비용', 0.566)","('T끼리 데이터 선물하기 연령', 0.527)"
나눠서 납부방법이 없을까요,"('요금 부분 납부 방법', 0.78)","('가족나눔데이터 나눠쓰기', 0.485)","('OK캐쉬백 납부', 0.412)"
9월 요금안내서 볼수 있을까요?,"('요금안내서 변경 방법', 0.576)","('요금안내서 재발행 방법', 0.561)","('실시간 요금 상세 내역', 0.405)"
조미주 690501,"('주식 관련', 0.485)","('주식 서비스', 0.45)","('퀵보이스', 0.44)"
부가요금내용이뭔가요,"('부가 사용 금액', 0.728)","('부가통화', 0.56)","('요금제문의', 0.536)"
그럼 해지는 어디서 해야되나요?,"('이동전화 해지 방법', 0.873)","('퀵보이스 해지 방법', 0.622)","('철회', 0.615)"
가입은 허가없이하고 해지는 뭐 이리불편한가요?,"('철회', 0.58)","('정지 해제 관련', 0.552)","('이동전화 해지 방법', 0.539)"
콘텐츠 이용로 지난번에 삭제했는데 또 몇가지 나오네요,"('콘텐츠 이용료 결제 취소 방법', 0.686)","('구글 Play 스토어 고객센터', 0.568)","('콘텐츠 이용료 구매내역 확인 방법', 0.496)"
상담 가능한가요?,"('채티 서비스', 0.715)","('전화 상담사 연결', 0.549)","('데이터 문의 관련', 0.5)"
데이터요금제를 바꾸고 싶어요,"('요금제 변경', 0.692)","('미성년자 요금제 변경 방법', 0.597)","('데이터통화료 상한제도', 0.5)"
통화로하겠습니다,"('전화 상담사 연결', 0.901)","('SK텔레콤 고객센터 운영 시간', 0.541)","('전화 관련', 0.487)"
근데 상담사분은 오타가 왜이렇게 심하세요,"('레터링 설정 방법', 0.475)","('제조사 AS 센터 연락처', 0.469)","('고장 실패 관련', 0.454)"
신청한적이 없는데요?,"('부가서비스 가입내역 확인 방법', 0.553)","('등록 관련', 0.508)","('T멤버십 카드 발급 조건', 0.436)"
20일 납부 가능한지요,"('단말기 할부금 중도 납부 방법', 0.688)","('요금 납부일 확인 방법', 0.645)","('요금 납부일 변경 방법', 0.611)"
혹시 미납관련해서 문의드립니다,"('SKT 미납센터 연락처', 0.785)","('가산금', 0.672)","('과납', 0.671)"
문자로보내주세요,"('메시지 관련', 0.76)","('MMS', 0.528)","('Tworld 문자 보내기 이용 방법', 0.519)"
네 해지해 주세요,"('이동전화 해지 방법', 0.86)","('퀵보이스 해지 방법', 0.641)","('철회', 0.614)"
570724  임다,"('휴대폰 결제 대행사 연락처', 0.44)",,
제가 로밍은 처음이라 공항에서 해야할건없죠,"('T로밍 고객센터', 0.537)",,
30일까지납부가능합니다.,"('단말기 할부금 중도 납부 방법', 0.691)","('요금 납부일 확인 방법', 0.618)","('요금 납부일 변경 방법', 0.603)"
섡댁약정은 꼭 지켜야 하나요? 위약금 있나요?,"('퀵보이스', 0.655)","('ZEM플러스웅진스마트올 혜택', 0.472)","('퀵보이스 차단 서비스', 0.467)"
