query,n_rank1,n_rank2,n_rank3
휴대폰요금 사업자 부가세신청하려고 하는데요~~~,"('세금계산서 신청 방법', 0.672)","('휴대폰 결제 대행사 연락처', 0.449)","('애플 콘텐츠 이용료 결제 수수료', 0.428)"
카드로 납부 할께요,"('결제 관련', 0.723)","('Sk pay 결제 방법', 0.562)","('OK캐쉬백 납부', 0.552)"
아님 하나은행으로 되어있을까요?,,,
선불요금 ?,"('선불폰', 0.932)","('선불폰 충전 방법', 0.808)","('통신과금 선결제', 0.733)"
대화요,"('비밀번호통화 서비스', 0.622)","('전화 관련', 0.604)","('전화 상담사 연결', 0.592)"
번호는 제게 맞는데,"('다른 번호 문의', 0.702)","('태블릿 번호 확인 방법', 0.68)","('단말기 일련번호 확인 방법', 0.612)"
뭐 그룹을 나눠서 한다는거요,"('T전화 그룹통화', 0.726)","('TB끼리 한가족할인', 0.48)","('가족 관련', 0.451)"
제폰이 5기가 입니까,"('SKT 5GX', 0.571)","('5G 기기 변경 방법', 0.461)","('데이터 추가 사용 방법', 0.446)"
요금이 갑자기 비싸졌어요,"('부가 사용 금액', 0.534)","('분실파손2 i고급', 0.459)","('분실파손3 i고급', 0.451)"
오석 760808  급한업무상 발신해지 요청 미납금  1820사이 처리됩니다,"('미납 직권해지', 0.519)","('SKT 해지 미납센터 연락처', 0.404)",
안녕하셍요 지난달보다 요금이 꽤 더 많이 나와서요,"('데이터 추가 사용 방법', 0.605)","('부가 사용 금액', 0.6)","('추가 관련', 0.52)"
대리인이요,"('법인 위임대리인', 0.786)","('미성년자 법정대리인 정지', 0.708)","('법인 위임대리인 신청 방법', 0.642)"
적립포인트를 먼저 주고 차감하는게 아닌가요?,"('B tv TV포인트', 0.525)","('B tv B포인트', 0.514)","('선택약정 할인제도 공제 순서', 0.485)"
지난달  사용한 금액도 알러주세요 ~~,"('콘텐츠 이용료 구매내역 확인 방법', 0.74)","('요금 수납 내역 확인 방법', 0.668)","('유선 요금 납부 내역 확인 방법', 0.646)"
납부일 적으라고 문자가와서요!,"('요금 납부일 확인 방법', 0.873)","('요금 납부일 변경 방법', 0.578)","('가족 간 데이터 자동 선물 발송 시점', 0.488)"
부가통황 얼마나 나왓고 몇분남앗나욪,"('실시간 요금 상세 내역', 0.585)","('통신자료제공', 0.548)","('통화 내역 열람 방법', 0.504)"
저근데요 미납금액70만원요있는데요11월말일까지낼수있는데할수있나요,"('해지 미환급금 조회 방법', 0.48)","('휴대폰 결제 연체 가산금', 0.43)","('SKT 미납센터 연락처', 0.427)"
조천재760503,,,
그럼 세가지 해지하면 어떻게되나요,"('퀵보이스 해지 방법', 0.651)","('이동전화 해지 방법', 0.608)","('예상 해지 금액', 0.593)"
혹시 제가 지금 기기변경을 하면 남은 약정기간에대한 위약금이 얼마나 발생하는지,"('데이터결합약정할인 반환금', 0.729)","('선택약정 할인제도 할인 반환금 부과 대상', 0.638)","('휴대폰 결제 연체 가산금', 0.587)"
현재 프라임 플러스 사용중입니다  1회선 워치 무료로 사용가능한걸로 알고있어서요,"('5GX 프라임플러스', 0.834)","('멜론 익스트리밍 플러스', 0.685)","('Wavve 앤 데이터 플러스', 0.665)"
데이터요금언제쯤끝나요,"('요금 납부일 확인 방법', 0.5)","('데이터 문의 관련', 0.447)","('최근 사용량 확인 방법', 0.426)"
안녕하세요 오늘 25만원 미납요금 납부했는데 정상처리되었나요?,"('미납 이용정지', 0.471)","('SKT 미납센터 연락처', 0.468)","('과납', 0.453)"
왜 미납이 2개월이 되었는지 확인하고싶습니다,"('미납 이용정지', 0.628)","('SKT 미납센터 연락처', 0.592)","('과납', 0.574)"
20일 안으로 납부하겠습니다,"('요금 납부일 확인 방법', 0.453)",,
미납금 언제까지 가능한강,"('미납 이용정지', 0.685)","('SKT 미납센터 연락처', 0.58)","('휴대폰 결제 연체 가산금', 0.558)"
감사합니다!! 좋은하루 보내세요!,"('진행 중 이벤트', 0.472)","('상담사 칭찬 방법', 0.467)","('퀵보이스', 0.45)"
스팸인것같아요  요금이 부여됐는지 알고싶습니다,"('T전화 스팸 기능', 0.906)","('스팸 문자', 0.89)","('스팸 문자 차단 방법', 0.89)"
23일에 미납요금 내려고 하는데,"('미납 이용정지', 0.544)","('SKT 미납센터 연락처', 0.527)","('과납', 0.479)"
13일 납부 계좌주세요그럼,"('결제 관련', 0.482)","('편의점 요금 납부', 0.469)","('요금 납부일 확인 방법', 0.462)"
10월 콘텐츠 이용료 문의합니다,"('T 아이폰케어10', 0.6)","('New T 아이폰케어10', 0.549)","('T All케어플러스 i100', 0.423)"
미납요금을 10일날 내려고합니다,"('SKT 미납센터 연락처', 0.582)","('미납 이용정지', 0.523)","('해지 미환급금 조회 방법', 0.477)"
단지 미납요금 확인차,"('SKT 미납센터 연락처', 0.699)","('미납 이용정지', 0.55)","('과납', 0.501)"
"방법이 없을까요? 원래 그러면 안되지만 제가 항상 미납을 해오긴했는데, 항상 전월달것 납부하면","('과납', 0.495)","('미납 이용정지', 0.491)","('SKT 미납센터 연락처', 0.46)"
쿠폰이력이 궁금합니다,"('수납이력서 재발행 방법', 0.783)","('개통이력 단말기 피해보상제도', 0.778)","('개통이력 단말기 피해보상 신청 방법', 0.716)"
해외라,"('해외 SMS 서비스', 0.582)","('5G 로밍 가능 국가', 0.557)","('해외 MMS 서비스', 0.544)"
1000자 이내의 문자는 요금 안 나옵니까,"('문자메시지 서비스', 0.503)","('일 500건 SMS 발송량 제한', 0.497)","('휴대폰 문자 수발신 실패 조치 방법', 0.44)"
미납이라고 톡이 와서,"('SKT 미납센터 연락처', 0.798)","('미납 이용정지', 0.658)","('과납', 0.6)"
네네 계좌번호 문자로 남겨주셔요,"('휴대폰 결제 대행사 연락처', 0.445)","('비밀번호 관련', 0.422)","('다른 번호 문의', 0.414)"
핸드폰 개통할 때 대리점에서 저한테 설명을 잘 안 해주고 gmail계정을 만들었는데 어떻게 된겁니까,"('요금안내서 Bill Letter 앱 설치 방법', 0.523)","('eSIM 개통 방법', 0.469)","('마이데이터 신청 방법', 0.415)"
여수지점하고 책정한요금과안맞아요,,,
제가 월급이 15일이여서,"('T All케어플러스 i150', 0.54)","('T All케어플러스 150', 0.465)","('분실파손 i150', 0.457)"
가상계좌번호 좀 주세요.,"('휴대폰결제 비밀번호', 0.454)",,
세이프 가  먼가요??,"('세이프캐시', 0.607)","('PASS 세이프가드', 0.525)","('T플랜 세이브', 0.515)"
혹시 상담사님 요고 필요 서류 볼수있는데 없어요?,"('각종업무구비서류', 0.847)","('통신자료제공 신청 방법', 0.634)","('이용계약 증명서 발급 방법', 0.627)"
지금가입이 된건가요,"('신규가입 구비서류', 0.751)","('가입상담 예약 방법', 0.68)","('개통 관련', 0.679)"
감사합니다 따로 그날 연락드릴게요,"('진행 중 이벤트', 0.565)","('퀵보이스', 0.561)","('메시지 관련', 0.54)"
납부가능일때매 문의드렸거든요,"('요금 납부일 확인 방법', 0.798)","('요금 납부일 변경 방법', 0.611)","('유선 요금 납부일 변경 방법', 0.508)"
안녕하세요. t우주 구독 해지 요청 문의 드립니다,"('T우주패스 해지 방법', 0.865)","('T우주패스 연간 상품 해지 방법', 0.846)","('ZEM플러스웅진스마트올 해지 방법', 0.712)"
10일부터 로밍이되는거죠?,"('T로밍 카드 등록 방법', 0.497)","('T로밍 카드', 0.416)","('로밍 요금 확인 시점', 0.408)"
계좌번호 있습니딘,"('T아이디', 0.506)","('T아이디 가입 방법', 0.437)",
이강범  810409,"('B tv OCEAN', 0.457)",,
이중 으로 요금이 빠졌네요,"('컬러링플러스2', 0.688)","('T All케어플러스2', 0.667)","('과납', 0.65)"
금액과함께요,"('부가 사용 금액', 0.647)","('추가 관련', 0.461)","('결제 관련', 0.42)"
해지안되면 쿠폰대체적용요청,"('데이터 리필하기 쿠폰 취소', 0.508)","('데이터 리필하기 선물 받은 리필 쿠폰 소멸', 0.5)","('T끼리 데이터 선물하기 취소', 0.459)"
아니요 또  문자가 왔어요,"('추가 관련', 0.55)","('MMS', 0.536)","('메시지 관련', 0.513)"
15일에 납부 가능해서요!,"('요금 납부일 확인 방법', 0.48)","('세금계산서 신청 방법', 0.461)","('가입비', 0.454)"
납부일 지정합니다,"('요금 납부일 확인 방법', 0.782)","('요금 납부일 변경 방법', 0.718)","('유선 요금 납부일 변경 방법', 0.596)"
자녀 선택약정할인이,"('선택약정 할인제도 가입 조건', 0.608)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.516)","('B tv 선택', 0.5)"
"45만원 중 38만원 선결제 가능한가요,","('통신과금 선결제', 0.699)","('통신과금 선결제 이용 방법', 0.693)","('다이렉트5G 38', 0.504)"
10월 11월 재발행했습니다,"('유선 요금안내서 재발행 방법', 0.692)","('요금안내서 재발행 방법', 0.675)","('선택약정 할인제도 재가입 조건', 0.474)"
11월 13일부터 정지를 하려면 어떻게 해야 하는지요?,"('정지 관련', 0.646)","('일시정지', 0.465)",
월요일까지라도 시간을 주시고 1개월분이라도 납부 할수 있는 방법은 안될까요?,"('요금 납부일 확인 방법', 0.565)","('신규가입 구비서류', 0.41)",
이번엔 로밍해서 이심 신청 안했구요,"('T로밍 카드 등록 실패 사유', 0.579)","('T로밍 카드 등록 방법', 0.506)","('T우주패스 mini 신청 방법', 0.477)"
영업장이 대리점을 말 하는겁니까,"('영업장 위치 확인', 0.695)","('전화 상담사 연결', 0.651)","('개통 대리점 조회 방법', 0.641)"
계좌번호 부탁드린다음,"('다른 번호 문의', 0.456)","('태블릿 번호 확인 방법', 0.454)","('비밀번호 관련', 0.446)"
이거 가입했으면 통화도 무료인가요?,"('통화중대기 서비스 신청 방법', 0.553)","('신규가입 구비서류', 0.55)","('가입비', 0.534)"
지금 해외라 전화가안되서,"('해외 SMS 서비스', 0.619)","('해외 SMS 발신금지 서비스', 0.578)","('해외 MMS 서비스', 0.574)"
아..아이요금제가 어떤게 있나요?,"('B tv ZEM 키즈 설정 방법', 0.661)","('미성년자 관련', 0.654)","('미성년자 요금제 변경 방법', 0.643)"
15일로등록해주세요.미납요금납부,"('T All케어플러스 i150', 0.487)","('분실파손 i150', 0.464)","('요금 납부일 확인 방법', 0.445)"
자동결제등록된,"('자동 휴대폰 결제 차단 방법', 0.827)","('자동 휴대폰 결제 차단 해제 방법', 0.761)","('법인폰 자동납부내역 조회 방법', 0.694)"
정지기한을 좀 늘려주시는건안되실까요?,"('연장 관련', 0.601)","('분실정지 수신 기간 연장 방법', 0.586)","('장기일시정지', 0.569)"
우선 카드납부를 어떻게 해야될까요?,"('결제 관련', 0.687)","('세금계산서 신청 방법', 0.565)","('Sk pay 결제 방법', 0.549)"
고강준 640301,"('무료음성64', 0.462)","('0틴플랜 라지', 0.439)",
안녕하세요 미납요금을 방금 냈는데 처리가 되었나요?,"('SKT 미납센터 연락처', 0.687)","('과납', 0.633)","('미납 이용정지', 0.63)"
안녕하세요 그 미납요금이 11월9일 새벽까지인데,"('SKT 미납센터 연락처', 0.656)","('미납 이용정지', 0.576)","('과납', 0.482)"
임호 870115 입니다,"('PUK 번호 확인 방법', 0.401)",,
갤럭시아,"('A.', 0.574)","('알버트AI', 0.529)","('알버트와 알버트AI 차이점', 0.514)"
현재 괌입니다.,"('T괌사이판 요금제 잔여량 확인', 0.637)","('T괌사이판 옵션 변경', 0.613)",
고객센타 전화번호가 어떻게 되는지요,"('전화 상담사 연결', 0.773)","('SK텔레콤 고객센터 운영 시간', 0.745)","('영업장 위치 확인', 0.697)"
폰결제 이용한도 상향문의,"('데이터통화료 상한제도', 0.534)","('분실파손2 i고급', 0.517)","('애플 콘텐츠 이용료 결제 이용 한도', 0.513)"
휴대폰 요금 미납 문의에요.,"('SKT 미납센터 연락처', 0.779)","('과납', 0.64)","('미납 이용정지', 0.634)"
제가 세븐에서 이번달에 사용했으면,"('SK 세븐모바일', 0.69)","('T 아이폰파손7', 0.655)","('New T 아이폰파손7', 0.62)"
이번 달 핸드폰 요금 얼마나 나한지 확인해 주세요.,"('자녀 요금 조회 방법', 0.462)","('실시간 요금 상세 내역', 0.449)","('유선 요금 납부 내역 확인 방법', 0.433)"
구글 에서 환불 받기로 하였습니다.,"('NUGU 서비스 반품 및 교환', 0.653)","('T로밍 카드 환불', 0.642)","('데이터결합약정할인 반환금', 0.58)"
미납요금 28일 납부가능할것 같습니다.,"('미납 이용정지', 0.629)","('SKT 미납센터 연락처', 0.572)","('과납', 0.499)"
안내문자는 보통 언제쯤 오나요?,"('메시지 관련', 0.711)","('문자메시지 서비스', 0.662)","('MMS', 0.654)"
지금 해지 해주세요,"('퀵보이스 해지 방법', 0.886)","('예상 해지 금액', 0.776)","('이동전화 해지 방법', 0.773)"
네 미납요금 30일날,"('미납 이용정지', 0.569)","('SKT 미납센터 연락처', 0.489)","('다이렉트LTE 30', 0.461)"
금액이랑 가상계좌,"('채팅플러스 계좌 송금 서비스', 0.421)",,
앱으로 폰요금낼때 인증서없음  납부안되나요?,"('유선 인터넷 웹 보안 인증서 문제 조치 방법', 0.872)","('휴대폰인증서서비스', 0.802)","('공동인증서 등록 방법', 0.741)"
국제 전화 받았었던게 있는데,"('국제전화 청구 주기', 0.682)","('국제전화 알림 Biz 레터링', 0.592)","('Foreign Language Service', 0.478)"
10 일 납부할께요,"('요금 납부일 확인 방법', 0.514)","('T 아이폰케어10', 0.465)","('New T 아이폰케어10', 0.426)"
10월요금 내역에 있어요,"('T 아이폰케어10', 0.632)","('New T 아이폰케어10', 0.587)","('T나는 폰교체 10', 0.514)"
미납요금 납부가능일 등록하려고 합니다,"('요금 납부일 확인 방법', 0.691)","('일자별 잔여통화안내 신청 방법', 0.478)","('미납 이용정지', 0.435)"
요금납부 20일날까지 낼려고 하는데 가능할까요?,"('요금 납부일 확인 방법', 0.49)",,
선택약정안해서그런가요,"('선택약정 할인제도 가입 불가 요금제', 0.722)","('선택약정 할인제도 가입 조건', 0.689)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.487)"
핸드폰자체가안되는데,"('휴대폰 관련', 0.617)","('휴대폰 전화 수발신 불가 조치 방법', 0.503)","('유선 인터넷 접속 불가 조치 방법', 0.476)"
이 요금이 무엇인지 알 수 있을까요?,"('요금제문의', 0.478)","('퀵보이스 이용 방법', 0.474)","('부가 사용 금액', 0.446)"
실시간 이용요금도?,"('실시간 요금 상세 내역', 0.887)","('B tv 실시간 채널', 0.693)","('B tv 실시간 TV 설정 방법', 0.613)"
제가 운전중이라 통화로 가능할까요?,"('전화 관련', 0.487)","('휴대폰 관련', 0.438)","('전화 상담사 연결', 0.433)"
미납안내와서 11.10일날 송금했어요,"('SKT 미납센터 연락처', 0.588)","('과납', 0.522)","('휴대폰 결제 연체 가산금', 0.519)"
"간편 로그인은 1,000원 이고요","('휴대폰 간편 로그인 신청 방법', 0.843)","('휴대폰간편로그인', 0.821)","('로그인 관련', 0.736)"
그런데요~ 오늘 입금이 안되고 20 일까지 입금할수 있는데요,"('T All케어플러스 i200', 0.561)","('T All케어플러스 200', 0.518)","('분실파손 200', 0.506)"
변경은 센터로 직접전화해야되나요?,"('휴대폰 기기변경 방법', 0.654)","('B tv 시스템 설정 방법', 0.634)","('요금안내서 변경 방법', 0.6)"
지금 가입된 요금이 한달제 로밍 요금인가요,"('로밍 요금 확인 시점', 0.602)","('데이터 로밍 요금', 0.548)","('T로밍 카드', 0.515)"
선불 한부분은 제외하고 안내해야하는데 다 포함 되어 보여지니 헷갈립니다.,"('선불폰', 0.722)","('선불폰 충전 방법', 0.674)","('선불폰 충전 금액별 이용 기간', 0.631)"
제 번호는 대상이 아닙니까,"('다른 번호 문의', 0.608)","('휴대폰 특정 번호 전화 수신 불가 조치 방법', 0.521)","('태블릿 번호 확인 방법', 0.506)"
날짜를 조금 미룰수있는지 알고싶슺니다,"('요금 납부일 변경 방법', 0.609)","('유선 요금 납부일 변경 방법', 0.527)","('요금제 변경 가능일 알림 서비스', 0.509)"
기업으로 보내주세요,"('퀵보이스', 0.661)","('각종업무구비서류', 0.623)","('영업장 위치 확인', 0.598)"
연락번호로 계좌 보내주세요!,"('휴대폰 결제 대행사 연락처', 0.512)","('전화 상담사 연결', 0.492)","('채팅플러스 계좌 송금 서비스', 0.456)"
10일에 납부가 가능할거같아서,"('요금 납부일 확인 방법', 0.537)","('가입비', 0.466)","('각종업무구비서류', 0.449)"
부가서비스왜나오는지 묻고싶어요,"('부가 사용 금액', 0.676)","('추가 관련', 0.6)","('퀵보이스', 0.52)"
한달분 먼저 납부했는데 해제는 안되는건가요?,,,
선택약정 재가입 하려는데 미리  안되나봐요,"('선택약정 할인제도 재가입 조건', 0.896)","('T멤버십 재발급 취소', 0.527)","('선택약정 할인제도 약정 기간 변경', 0.509)"
지금 입금해야하나요?,"('가입비', 0.622)","('결제 관련', 0.556)","('구매 관련', 0.529)"
안녕하세요 왜 요금가격이 7만원인가여,"('T 아이폰파손7', 0.745)","('New T 아이폰케어7', 0.707)","('New T 아이폰파손7', 0.684)"
해지여기서는불가능할까요?,"('퀵보이스 해지 방법', 0.817)","('이동전화 해지 방법', 0.777)","('예상 해지 금액', 0.713)"
납부가능일때문에여,"('요금 납부일 확인 방법', 0.85)","('요금 납부일 변경 방법', 0.68)","('유선 요금 납부일 변경 방법', 0.567)"
미납요금 납부가능일 등록하려고,"('요금 납부일 확인 방법', 0.68)","('일자별 잔여통화안내 신청 방법', 0.476)","('미납 이용정지', 0.445)"
제가12월1일날 요금납부가 가능해서요,"('요금 납부일 확인 방법', 0.548)","('New T 아이폰파손12', 0.461)","('T 아이폰파손12', 0.425)"
지금 요금 얼마인가요,"('통신서비스 요금', 0.486)","('요금제문의', 0.463)","('결제 관련', 0.449)"
월정액 얼마인가요?,"('요금제문의', 0.578)","('B tv 월정액', 0.574)","('B tv 요금제', 0.442)"
미납 요금은 뭔가요?,"('SKT 미납센터 연락처', 0.788)","('미납 이용정지', 0.73)","('과납', 0.668)"
제일은행,"('데이터 스테이션', 0.403)",,
데이터 켜놓으란 얘기신거죠?,"('최근 사용량 확인 방법', 0.554)","('데이터 문의 관련', 0.519)","('자녀 데이터 사용량 조회 방법', 0.499)"
미납금액을 계좌 입금 했습니다,"('과납', 0.591)","('SKT 미납센터 연락처', 0.575)","('휴대폰 결제 연체 가산금', 0.54)"
제~폰 차단되어있을까요,"('차단 관련', 0.828)","('퀵보이스 차단 서비스', 0.797)","('무선인터넷 차단', 0.687)"
제 번호말고 다른번호요,"('다른 번호 문의', 0.831)","('집전화 번호 변경', 0.544)","('넘버플러스2 번호 확인 방법', 0.508)"
얼마나 할인 되나묘?,"('SK텔레콤 할인 혜택', 0.582)","('T데이터 쿠폰 구매 방법', 0.437)","('부가 사용 금액', 0.427)"
20일까지 납부가 가능한데 그때까지는 안될까요?,"('요금 납부일 확인 방법', 0.411)","('T All케어플러스 i200', 0.406)",
김상천   640523,"('무료음성64', 0.556)",,
11월말까지 납부가 가능한데,"('가입비', 0.412)","('요금 납부일 확인 방법', 0.41)","('Wavve콘텐츠팩 연간 신청 방법', 0.408)"
문자요금안내서 말할건데요,"('문자메시지 서비스', 0.938)","('MMS', 0.802)","('메시지 관련', 0.802)"
910월 청구 요금 상세하게 알려주세요,"('무료음성 94', 0.414)",,
저랑 와이프 사업체 운영 중입니다,"('법인 위임대리인', 0.538)","('가족 관련', 0.501)","('법인 고객센터', 0.49)"
문자로 와서 알고있습니다,"('문자메시지 서비스', 0.794)","('메시지 관련', 0.772)","('MMS', 0.736)"
미룰 수 있는 방법은 없을까요. 월급이 25일에 입금되어서요,"('요금 납부일 변경 방법', 0.408)",,
저렴한 기본요금 얼마예요,"('컬러링 서비스 기본음 설정 방법', 0.511)","('원패스 VIP 기본형', 0.471)","('표준 요금제', 0.437)"
이거말고 3가지 은행 계좌번호  문자할때 되는건지,"('T All케어플러스3', 0.475)","('분실파손3', 0.412)",
티월드앱,"('Tworld', 0.765)","('Tworld 문자 보내기 이용 방법', 0.591)","('T앱', 0.549)"
부탁드릴게요,"('퀵보이스', 0.847)","('퀵보이스 이용 방법', 0.765)","('퀵보이스 신청 방법', 0.642)"
가입 신청날짜랑 실제 가입일이랑 다를수가있나요?,"('휴대폰 개통일 확인 방법', 0.759)","('신규가입 구비서류', 0.681)","('개통 관련', 0.628)"
미납요금 납부가능일 25일로 설정가능할까요?,"('미납 이용정지', 0.454)","('요금 납부일 확인 방법', 0.423)",
요금중에 7000 원 상품이 되어있는데,"('T 아이폰파손7', 0.577)","('New T 아이폰케어7', 0.521)","('New T 아이폰파손7', 0.495)"
다음에 다시 연락드리겠습니다,"('추가 관련', 0.607)","('퀵보이스', 0.605)","('퀵보이스 이용 방법', 0.555)"
미납요금안불했오요,"('SKT 미납센터 연락처', 0.795)","('미납 이용정지', 0.713)","('과납', 0.618)"
납부일 가능,"('요금 납부일 확인 방법', 0.843)","('요금 납부일 변경 방법', 0.63)","('유선 요금 납부일 변경 방법', 0.501)"
구글서비스 3만7천원대 이용요금이,"('주말엔 팅 3.0G', 0.424)","('구글 Play 스토어 고객센터', 0.422)","('baro 3GB', 0.414)"
20일까지 납부할게요. 금액은 얼마인가요?,"('요금 납부일 확인 방법', 0.41)","('가입비', 0.405)",
약정기간이 만료된것같은데 요금제를확인하고싶어요,"('선택약정 할인제도 만료 SMS 발송 시기', 0.595)","('선택약정 할인제도 약정 기간 변경', 0.546)","('T데이터 쿠폰 사용 기간', 0.497)"
네~~납부가능일 문의하려다가 잘못눌렀어요,"('요금 납부일 확인 방법', 0.794)","('요금 납부일 변경 방법', 0.678)","('유선 요금 납부일 변경 방법', 0.58)"
20일에 납부처리진행하려구요,"('요금 납부일 확인 방법', 0.517)","('가입비', 0.413)",
납부가능일 둥록,"('요금 납부일 확인 방법', 0.715)","('요금 납부일 변경 방법', 0.504)","('유선 요금 납부일 변경 방법', 0.437)"
1년약정,"('요금약정 할인제도', 0.63)","('데이터결합약정할인', 0.469)","('장기일시정지', 0.432)"
오늘부터 유료 결제일인데,"('요금 납부일 확인 방법', 0.737)","('요금 납부일 변경 방법', 0.616)","('휴대폰 개통일 확인 방법', 0.557)"
바로3기가로밍신청,"('T로밍 카드 등록 방법', 0.569)","('baro 3GB', 0.499)","('분실파손3', 0.465)"
아니요 금액이커서 일단 오늘 한달분만 납부하고 나머지는 15일에 낼께요 꼭,,,
요금 만알수없나요,,,
선택약정할인받고싶습니다,"('선택약정 할인제도 가입 조건', 0.769)","('선택약정 할인제도 가입 불가 요금제', 0.614)","('선택약정 할인제도 가입 가능 단말기 조회 방법', 0.608)"
요금이 지난달 보다  많이 나왔네요,"('데이터 추가 사용 방법', 0.526)","('부가 사용 금액', 0.519)","('추가 관련', 0.422)"
네 감사합니다 상담해주셔서 감사합니다,"('전화 상담사 연결', 0.638)","('퀵보이스', 0.613)","('상담사 칭찬 방법', 0.587)"
아님 쿠폰등록해주실순있으신가요?,"('T데이터 쿠폰 등록 방법', 0.902)","('T쿠폰 등록 방법', 0.839)","('등록 관련', 0.53)"
주영이 750508,,,
팩스로 전송해주실 수 있으실까요?,"('각종업무구비서류', 0.71)","('이용계약 증명서 발급 방법', 0.621)","('이메일 상담', 0.589)"
인천공항에서 바로 요금제 가입했는데,"('T로밍 카드 등록 방법', 0.613)","('멜론 익스트리밍 신청 방법', 0.449)","('eSIM 개통 방법', 0.416)"
잘못 입력 했는데 혹시 25일날짜에 납부로 바꿀수 있을까요,"('요금 납부일 변경 방법', 0.495)","('요금 납부일 확인 방법', 0.447)",
11월 청구요금 이외에 미납요금이 있나요?,"('SKT 미납센터 연락처', 0.609)","('해지 미환급금 조회 방법', 0.544)","('과납', 0.521)"
혹시 정지 되는 시간은 밤12시 부터 일까요?,"('T 아이폰파손12', 0.587)","('T 아이폰케어12', 0.578)","('T로밍 데이터 12시간 옵션 변경', 0.535)"
그 월 소액결제가 60만원이 한도끝이던데 더 늘릴수는없는건가요?,"('060정보료 한도제', 0.501)","('060정보료한도제 신청 방법', 0.434)","('애플 콘텐츠 이용료 결제 이용 한도', 0.407)"
계좌번호 연락 와도 되겠습니까,"('전화 상담사 연결', 0.482)","('다른 번호 문의', 0.474)","('휴대폰 결제 대행사 연락처', 0.446)"
안녕하세요. 11월 청구서 팩스로 받아보고 싶어요!,"('각종업무구비서류', 0.621)","('이용계약 증명서 발급 방법', 0.519)","('이메일 상담', 0.481)"
요금이 조금 비싸게 나와서요,"('부가 사용 금액', 0.613)","('통신서비스 요금', 0.485)","('결제 관련', 0.433)"
내일 오전까지 입금하면 안될까요?,"('요금 납부일 확인 방법', 0.499)","('가입비', 0.423)","('퀵보이스 신청 방법', 0.422)"
요금 할인이 안되고 있습니다,"('선택약정 할인제도 가입 불가 요금제', 0.503)","('SK텔레콤 할인 혜택', 0.403)",
국제전화 되는걸로햇는데안되던데,"('국제전화 발신 금지', 0.684)","('로밍 중 국제전화카드 사용', 0.636)","('국제전화 청구 주기', 0.61)"
소액결제는 한도못늘리나요?,"('애플 콘텐츠 이용료 결제 이용 한도', 0.732)","('법인 휴대폰 결제 이용 한도', 0.723)","('데이터통화료 상한제도', 0.669)"
제가 신용카드를 안 쓰고 이체 한도 때문에 그러는데 어려울까요?,"('법인 휴대폰 결제 이용 한도', 0.768)","('애플 콘텐츠 이용료 결제 이용 한도', 0.701)","('060정보료 한도제', 0.609)"
제가 지금은 시간이 안 되고 조금더 생각을 해 보겠는데 혹시 저  금액을 안 빠지게 할 수도 있나요?,"('부가 사용 금액', 0.471)","('추가 관련', 0.408)",
27일날  납부가능해요,"('요금 납부일 확인 방법', 0.468)",,
이건 말고 건강지킴이,"('PASS 건강지키미', 0.755)","('안심키퍼', 0.502)","('T_가디언', 0.492)"
카드로 납부할거구 가상계좌는 알고 있어요,"('채팅플러스 계좌 송금 서비스', 0.429)","('결제 관련', 0.429)",
10일날 한달치 납부 가능한지요,"('요금 납부일 확인 방법', 0.565)",,
제가대리점가서낼게요,"('휴대폰 결제 대행사 연락처', 0.76)","('영업장 위치 확인', 0.674)","('제조사 AS 센터 연락처', 0.625)"
해지 어떻게 하면 되나요?,"('퀵보이스 해지 방법', 0.839)","('이동전화 해지 방법', 0.82)","('예상 해지 금액', 0.75)"
가입할때 한거,"('신규가입 구비서류', 0.869)","('퀵보이스 신청 방법', 0.772)","('개통 관련', 0.699)"
12시에 보낸거 저한테 보낸거요,"('T 아이폰파손12', 0.587)","('New T 아이폰파손12', 0.557)","('메시지 관련', 0.522)"
이민정 771218,"('무료음성 28', 0.462)","('eSIM', 0.452)","('T All케어플러스 i200', 0.43)"
제가 미납요금을 20일 좀 내게 부탁드려요 강노영 740820,"('미납 이용정지', 0.506)","('분실파손 200', 0.469)","('SKT 미납센터 연락처', 0.457)"
지금은 얼마 할인을 받고 있나요?,"('SK텔레콤 할인 혜택', 0.486)","('실시간 요금 상세 내역', 0.453)","('콘텐츠 이용료 구매내역 확인 방법', 0.42)"
무조건 대리점에 가야하나요?,"('무조건 소리샘', 0.653)","('개통 대리점 조회 방법', 0.48)","('영업장 위치 확인', 0.467)"
당월청구요금이 얼마 인가요,,,
요금이 너무만히 나와서요,"('부가 사용 금액', 0.535)","('과납', 0.427)","('로밍폰 임대료', 0.42)"
파손50  이 상품이 지금 요금이 청구되고있나요?,"('파손3 i파손50', 0.852)","('T All케어플러스3 i파손50', 0.719)","('T All케어플러스2 i파손 50', 0.714)"
부과서비스 해지해주세요,"('콘텐츠 이용료 결제 취소 방법', 0.719)","('예상 해지 금액', 0.657)","('휴대폰 결제 취소 방법', 0.645)"
네 감사합니다  카카오주세요,,,
제가로밍 한달을 신청하고갔는데,"('T로밍 카드 등록 방법', 0.616)","('해외체류 장기일시정지 신청 방법', 0.528)","('T로밍 카드', 0.523)"
